Feature,SHAP Value
FileParamNR,0.045435504219665905
PrimitiveParam,0.017918116414373214
GeneralParamNR,0.014651627964437187
IsConcreteCls,0.010412821210820565
ClsNmCtnGeneral,0.005918819819887443
ParamTypCtnByte[],0.004513099562668231
DbParamNR,0.004296144895003733
ClsNmCtnXml,0.0022874316338004214
MixedPfxTyp,0.0012505996204083057
SiPfxAdd,0.0012476443674347346
SiSRMInvkWrite,0.0011342449223666392
ParamTypCtnChar[],0.0009925213952435615
ClsNmCtnLog,0.000922940479857606
SiPfxLog,0.0006097160316587066
MixedSRMInvkMove,0.0004081677125551686
SiPfxSet,0.0001174158243903399
SiSRMInvkDebug,6.971044182952149e-05
DbRtnNR,5.9526260162836436e-05
SoSRMInvkList,1.2474864193354196e-05
SoSRMInvkAs,3.452636368334039e-06
MixedPfxCopy,9.60613833905083e-07
MixedSRMInvkCopy,0.0
SoSRMInvkElement,0.0
MixedSRMInvkDo,0.0
SiPfxSave,0.0
SiSRMInvkSave,0.0
SiSRMInvkRun,0.0
SoSRMInvkPoll,0.0
SiSRMInvkSet,0.0
SoPfxFind,0.0
MixedPfxMove,0.0
SoPfxRemove,0.0
SiPfxRun,0.0
SoSRMInvkParse,0.0
SoSRMInvkFind,0.0
SoSRMInvkPull,0.0
SoSRMInvkRetrieve,0.0
SiPfxExec,0.0
SoSRMInvkRemove,0.0
SiPfxEval,0.0
MixedPfxDo,0.0
ParamTypCtnStr[],0.0
tag,0.0
SRMDfParam,0.0
WebRtnNR,0.0
LogRtnNR,0.0
WebNR,0.0
LogNR,0.0
DbNR,0.0
SiSRMInvkConfig,0.0
ParamDfSRM,0.0
SiSRMInvkUpdate,0.0
SiSRMInvkAdd,0.0
SoSRMInvkPeek,0.0
SiSRMInvkExec,0.0
SiSRMInvkLog,0.0
SiSRMInvkSend,0.0
SiSRMInvkFine,0.0
SiSRMInvkSevere,0.0
SiSRMInvkWarn,0.0
SiSRMInvkTrace,0.0
GeneralNR,0.0
GeneralRtnNR,0.0
FileNR,0.0
SiSRMInvkPrint,0.0
SiSRMInvkOffer,0.0
SiSRMInvkFatal,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkEval,0.0
SiSRMInvkPush,0.0
SiSRMInvkInsert,0.0
SiSRMInvkFormat,0.0
ConcreteMtd,0.0
XmlNR,0.0
GuiParamNR,0.0
GuiRtnNR,0.0
GuiNR,0.0
XmlRtnNR,0.0
XmlParamNR,0.0
SiPfxUpdate,-3.006469547345292e-07
SoPfxParse,-1.353897284388228e-06
SiPfxWrite,-0.0005008345042947157
SiPfxPrint,-0.0011632578365082039
IsInterface,-0.0012467892520610716
SoPfxGet,-0.0012979437639275213
IsAbstractCls,-0.0014379749513161386
LogParamNR,-0.0018489475421207754
ClsNmCtnDb,-0.0018497830575426436
SoPfxTyp,-0.0021490478579514194
SiPfxSend,-0.0026765407835834844
FileRtnNR,-0.0036052906179119652
ClsNmCtnGui,-0.004160418514641294
SoSRMInvkRead,-0.006179646583894301
SoPfxRead,-0.006835878379070549
SRMDfThis,-0.00757744036392502
WebParamNR,-0.009558076970870445
ParamDfThis,-0.009738916238341078
MtdNm,-0.014917373894660524
ClsNmCtnWeb,-0.018062051509414284
SoSRMInvkGet,-0.020506260770196322
ParamTypCtnStr,-0.03401521378164682
ClsNmCtnFile,-0.03820699074923199
SRMDfRet,-0.06278968347017347
SiPfxTyp,-0.08155630211606626
