Feature,SHAP Value
MixedPfxDo,0.00967164209148489
MtdNm,0.004723645958004936
SiPfxSet,0.0019780983521203036
DbRtnNR,0.0015356165152926099
ClsNmCtnXml,0.0014555400536389596
MixedPfxCopy,0.0009160002893185658
SiPfxTyp,0.0006178133419674346
ParamTypCtnChar[],0.0005951960440292329
SiPfxSend,0.00011497326637751465
SiPfxLog,1.5930067510678408e-06
SoPfxGet,9.60613833898144e-07
SiPfxAdd,2.964207798478566e-07
SiSRMInvkSave,1.4257727869431552e-08
SiSRMInvkFatal,1.910145231223681e-09
SiSRMInvkUpdate,0.0
SoPfxRemove,0.0
SiSRMInvkRun,0.0
SoSRMInvkParse,0.0
SoSRMInvkRemove,0.0
SiPfxEval,0.0
MixedPfxMove,0.0
SoPfxFind,0.0
SiPfxRun,0.0
SiPfxPrint,0.0
SiPfxExec,0.0
SoSRMInvkElement,0.0
SoSRMInvkPull,0.0
SiSRMInvkAdd,0.0
MixedSRMInvkDo,0.0
MixedSRMInvkMove,0.0
SoSRMInvkAs,0.0
SiSRMInvkWarn,0.0
SiSRMInvkTrace,0.0
SiSRMInvkSend,0.0
SiSRMInvkPrint,0.0
SiSRMInvkExec,0.0
SoSRMInvkFind,0.0
SoSRMInvkPeek,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkList,0.0
SiPfxSave,0.0
SRMDfParam,0.0
tag,0.0
ParamDfSRM,0.0
XmlRtnNR,0.0
XmlNR,0.0
LogRtnNR,0.0
LogParamNR,0.0
LogNR,0.0
DbParamNR,0.0
XmlParamNR,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkInsert,0.0
SiSRMInvkPush,0.0
SiSRMInvkOffer,0.0
SiSRMInvkEval,0.0
WebRtnNR,0.0
DbNR,0.0
GeneralNR,0.0
FileNR,0.0
WebNR,0.0
SiSRMInvkFine,0.0
SiSRMInvkDebug,0.0
SiSRMInvkConfig,0.0
SiSRMInvkSevere,0.0
GuiNR,0.0
GuiRtnNR,0.0
SiSRMInvkLog,-1.0304601888722065e-06
SiPfxUpdate,-1.4110255415686335e-06
ClsNmCtnGeneral,-3.932112876289806e-06
SoPfxParse,-4.938224738723977e-06
IsInterface,-8.889966588797476e-06
GeneralRtnNR,-8.460296774483698e-05
IsAbstractCls,-0.00011443488717418834
SRMDfThis,-0.00033048405344265376
IsConcreteCls,-0.000768624956412934
SiPfxWrite,-0.0007811737459990364
GuiParamNR,-0.0010481793858450287
SiSRMInvkWrite,-0.0013170715190134116
ClsNmCtnDb,-0.0015505402248076146
SoSRMInvkGet,-0.0016984534895265885
ParamTypCtnByte[],-0.001699750244942181
ParamDfThis,-0.0019253721782974478
MixedPfxTyp,-0.0022401004488263043
ClsNmCtnGui,-0.0022873114010598626
ParamTypCtnStr[],-0.0023718996493018326
ParamTypCtnStr,-0.0029165523703012846
FileRtnNR,-0.003431980929933756
PrimitiveParam,-0.003673569333461738
FileParamNR,-0.004035076977517907
GeneralParamNR,-0.004550638791924626
ConcreteMtd,-0.0054133120360478635
ClsNmCtnLog,-0.00591383656523816
ClsNmCtnFile,-0.006740705829234091
SiSRMInvkFormat,-0.007081712745813404
WebParamNR,-0.009158727062212197
MixedSRMInvkCopy,-0.011947901036117614
SRMDfRet,-0.012825181796765277
SoSRMInvkRead,-0.014123550810643546
SoSRMInvkPoll,-0.01550774617648543
SiSRMInvkSet,-0.019209481163449362
SoPfxTyp,-0.019425227987898884
ClsNmCtnWeb,-0.03824924356779173
SoPfxRead,-0.03934342947888822
