Feature,SHAP Value,instance
DbParamNR,-0.0014504918549736,2
SiSRMInvkSet,-0.0022690748380324,2
SiSRMInvkSend,-0.0022886929076153,2
SoSRMInvkRead,-0.0024760098741169,2
IsInterface,-0.0024956747404844,2
SiSRMInvkTrace,-0.0027642843952359,2
MtdNm,-0.0028480896014118,2
FileRtnNR,-0.0037441125983353,2
IsConcreteCls,-0.0038160615516631,2
SiPfxPrint,-0.0053590069048889,2
SoSRMInvkGet,-0.0108556323291134,2
ClsNmCtnWeb,-0.019155048862152,2
ClsNmCtnFile,-0.0225745958158377,2
SoPfxRead,-0.0248145097369208,2
SoPfxTyp,-0.0583552200689398,2
SiPfxTyp,-0.0641817334996955,2
SoSRMInvkGet,0.3529651023701649,3
ParamDfThis,0.1367292924149425,3
SRMDfThis,0.1227011785684095,3
SoPfxTyp,0.0655978757152461,3
ParamTypCtnStr,0.0495214043131312,3
SRMDfRet,0.0445714272417532,3
SoPfxRead,0.0403202824676111,3
SiSRMInvkInsert,0.03261892764575,3
SiSRMInvkOffer,0.0074927224664868,3
SiPfxTyp,0.0074135308494872,3
SiSRMInvkLog,0.0049069647178802,3
MixedSRMInvkMove,0.0044182605588436,3
SiSRMInvkWrite,0.0040237373491632,3
MixedPfxCopy,0.0039963560692796,3
ClsNmCtnXml,0.0022885726010804,3
DbRtnNR,0.0017603326627837,3
GeneralRtnNR,0.0015517239391824,3
SiSRMInvkSevere,0.0008330926941957,3
PrimitiveParam,0.0001249279022752,3
SiSRMInvkUpdate,5.493886423510452e-05,3
ParamTypCtnChar[],1.6291865590659788e-05,3
SiPfxExec,2.00465062272226e-07,3
MixedSRMInvkCopy,0.0,3
SiPfxPrint,0.0,3
SiPfxRun,0.0,3
SiSRMInvkSave,0.0,3
SoSRMInvkElement,0.0,3
SoSRMInvkPull,0.0,3
MixedPfxMove,0.0,3
SoPfxFind,0.0,3
SiPfxEval,0.0,3
SiPfxSave,0.0,3
SiPfxSend,0.0,3
SoSRMInvkRemove,0.0,3
SoSRMInvkParse,0.0,3
SoSRMInvkPeek,0.0,3
SoSRMInvkAs,0.0,3
SoSRMInvkList,0.0,3
SoSRMInvkFind,0.0,3
SoPfxRemove,0.0,3
MixedPfxDo,0.0,3
tag,0.0,3
ConcreteMtd,0.0,3
SRMDfParam,0.0,3
GuiParamNR,0.0,3
WebParamNR,0.0,3
DbParamNR,0.0,3
WebRtnNR,0.0,3
DbNR,0.0,3
LogNR,0.0,3
SoSRMInvkRetrieve,0.0,3
SiSRMInvkAdd,0.0,3
SiSRMInvkSet,0.0,3
MixedSRMInvkDo,0.0,3
SoSRMInvkPoll,0.0,3
SiSRMInvkRun,0.0,3
SiSRMInvkPrint,0.0,3
SiSRMInvkFine,0.0,3
SiSRMInvkConfig,0.0,3
GeneralNR,0.0,3
SiSRMInvkDebug,0.0,3
FileNR,0.0,3
WebNR,0.0,3
SiSRMInvkSend,0.0,3
SiSRMInvkEval,0.0,3
SiSRMInvkFormat,0.0,3
SiSRMInvkPush,0.0,3
SiSRMInvkError,0.0,3
