Feature,SHAP Value
SoSRMInvkRead,0.07819024639709257
MixedPfxCopy,0.007072399310248479
PrimitiveParam,0.005955011880519995
ConcreteMtd,0.0057527511348837955
ParamDfThis,0.005282638882412774
SiPfxTyp,0.004047114417831853
SRMDfRet,0.003307018347753052
SiSRMInvkWarn,0.0017796358081405804
GeneralRtnNR,0.0017388312887622725
MixedPfxTyp,0.0017150820704677598
ClsNmCtnXml,0.0012702048042436773
ClsNmCtnDb,0.0010169575779395874
SiPfxLog,0.0008401763285686148
DbRtnNR,0.0007708211511047395
ParamTypCtnChar[],0.0006643369425622259
SoSRMInvkElement,0.0002913903857734122
SiPfxSet,0.00023607601728580646
SiSRMInvkSevere,0.00017757475881081605
SiPfxUpdate,0.00011743487412541054
DbParamNR,5.4954715924329656e-05
SoPfxParse,2.4714586379769726e-06
SoSRMInvkRetrieve,1.5822634160667093e-06
SiSRMInvkTrace,1.3125219487652995e-08
SoSRMInvkFind,1.3125219487652995e-08
SiSRMInvkAdd,6.8757442031608385e-09
SiSRMInvkRun,0.0
SiSRMInvkSave,0.0
SiSRMInvkUpdate,0.0
MixedSRMInvkMove,0.0
SoPfxFind,0.0
SoPfxRemove,0.0
MixedPfxMove,0.0
MixedPfxDo,0.0
SiPfxEval,0.0
SoSRMInvkRemove,0.0
SoSRMInvkParse,0.0
SiPfxPrint,0.0
SoSRMInvkPoll,0.0
SiPfxExec,0.0
SiPfxRun,0.0
SiPfxSave,0.0
GuiNR,0.0
tag,0.0
SRMDfParam,0.0
GuiRtnNR,0.0
ParamDfSRM,0.0
LogParamNR,0.0
WebRtnNR,0.0
DbNR,0.0
SiSRMInvkDebug,0.0
LogNR,0.0
SoSRMInvkList,0.0
SoSRMInvkPull,0.0
MixedSRMInvkDo,0.0
MixedSRMInvkCopy,0.0
SoSRMInvkAs,0.0
SiSRMInvkLog,0.0
WebNR,0.0
SiSRMInvkFine,0.0
GeneralNR,0.0
SiSRMInvkConfig,0.0
FileNR,0.0
LogRtnNR,0.0
SiSRMInvkInsert,0.0
SiSRMInvkExec,0.0
SiSRMInvkInfo,0.0
SiSRMInvkFormat,0.0
SiSRMInvkPush,0.0
SiSRMInvkOffer,0.0
SiSRMInvkFatal,0.0
SiSRMInvkError,0.0
SiSRMInvkPrint,0.0
SiSRMInvkEval,0.0
XmlParamNR,0.0
XmlNR,0.0
GuiParamNR,0.0
XmlRtnNR,0.0
SiPfxWrite,-1.4414754178557199e-06
SiPfxAdd,-1.6808662842565658e-06
SoSRMInvkPeek,-4.260556548154465e-05
ParamTypCtnByte[],-0.0005094983138269745
ClsNmCtnGui,-0.0006225676269029992
IsConcreteCls,-0.0007760833705629314
ClsNmCtnGeneral,-0.0011371538615650937
SoSRMInvkGet,-0.0016448007704685848
SiPfxSend,-0.002255747968345179
SiSRMInvkSend,-0.0023047660748511632
IsAbstractCls,-0.0024064530868179966
SiSRMInvkSet,-0.002495674740484429
ClsNmCtnLog,-0.0026974459342171374
SiSRMInvkWrite,-0.0036221225984923253
IsInterface,-0.0037443250382326806
SoPfxGet,-0.0040769107609918975
WebParamNR,-0.0050685388181379515
FileRtnNR,-0.006432420943878063
ParamTypCtnStr[],-0.006832255594971467
SRMDfThis,-0.007092881800661074
ClsNmCtnWeb,-0.009289733523226165
MtdNm,-0.009765885085626877
SoPfxRead,-0.010266170754285646
ClsNmCtnFile,-0.01831206813361245
SoPfxTyp,-0.023494645848747782
ParamTypCtnStr,-0.03495265587678063
FileParamNR,-0.04534268171346982
GeneralParamNR,-0.058334350384834095
