Feature,SHAP Value
SoSRMInvkGet,0.35296510237016493
ParamDfThis,0.1367292924149425
SRMDfThis,0.12270117856840956
SoPfxTyp,0.06559787571524611
ParamTypCtnStr,0.04952140431313122
SRMDfRet,0.044571427241753205
SoPfxRead,0.04032028246761113
SiSRMInvkInsert,0.03261892764575001
SiSRMInvkOffer,0.007492722466486822
SiPfxTyp,0.007413530849487225
SiSRMInvkLog,0.004906964717880297
MixedSRMInvkMove,0.004418260558843652
SiSRMInvkWrite,0.004023737349163246
MixedPfxCopy,0.003996356069279686
ClsNmCtnXml,0.0022885726010804033
DbRtnNR,0.0017603326627837618
GeneralRtnNR,0.001551723939182445
SiSRMInvkSevere,0.0008330926941957917
PrimitiveParam,0.00012492790227527917
SiSRMInvkUpdate,5.493886423510452e-05
ParamTypCtnChar[],1.6291865590659788e-05
SiPfxExec,2.0046506227222594e-07
MixedSRMInvkCopy,0.0
SiPfxPrint,0.0
SiPfxRun,0.0
SiSRMInvkSave,0.0
SoSRMInvkElement,0.0
SoSRMInvkPull,0.0
MixedPfxMove,0.0
SoPfxFind,0.0
SiPfxEval,0.0
SiPfxSave,0.0
SiPfxSend,0.0
SoSRMInvkRemove,0.0
SoSRMInvkParse,0.0
SoSRMInvkPeek,0.0
SoSRMInvkAs,0.0
SoSRMInvkList,0.0
SoSRMInvkFind,0.0
SoPfxRemove,0.0
MixedPfxDo,0.0
tag,0.0
ConcreteMtd,0.0
SRMDfParam,0.0
GuiParamNR,0.0
WebParamNR,0.0
DbParamNR,0.0
WebRtnNR,0.0
DbNR,0.0
LogNR,0.0
SoSRMInvkRetrieve,0.0
SiSRMInvkAdd,0.0
SiSRMInvkSet,0.0
MixedSRMInvkDo,0.0
SoSRMInvkPoll,0.0
SiSRMInvkRun,0.0
SiSRMInvkPrint,0.0
SiSRMInvkFine,0.0
SiSRMInvkConfig,0.0
GeneralNR,0.0
SiSRMInvkDebug,0.0
FileNR,0.0
WebNR,0.0
SiSRMInvkSend,0.0
SiSRMInvkEval,0.0
SiSRMInvkFormat,0.0
SiSRMInvkPush,0.0
SiSRMInvkError,0.0
SiSRMInvkFatal,0.0
SiSRMInvkInfo,0.0
SiSRMInvkTrace,0.0
SiSRMInvkWarn,0.0
SiSRMInvkExec,0.0
ParamDfSRM,0.0
LogRtnNR,0.0
XmlNR,0.0
XmlRtnNR,0.0
GuiNR,0.0
GuiRtnNR,0.0
SiPfxAdd,-3.775307889225532e-08
MixedPfxTyp,-1.2023274058303723e-07
SiPfxUpdate,-7.202524503618912e-07
SiPfxLog,-9.605791146533038e-07
SoPfxParse,-1.321207958024373e-06
SiPfxSet,-0.00012039746527177375
ClsNmCtnLog,-0.0008249773752974955
ClsNmCtnGeneral,-0.0010155561015964265
SiPfxWrite,-0.0010233257298289111
IsConcreteCls,-0.0011480033237461704
SoPfxGet,-0.0012067820990450673
ParamTypCtnByte[],-0.001872245838977632
IsInterface,-0.0018735404101729927
XmlParamNR,-0.0018901702623434213
MtdNm,-0.0019458574427211883
ClsNmCtnDb,-0.0021581464841874815
ClsNmCtnGui,-0.0023652965174061
FileRtnNR,-0.00259567967194764
SoSRMInvkRead,-0.002678087980920195
GeneralParamNR,-0.00558609183775903
FileParamNR,-0.0077330746092104455
IsAbstractCls,-0.009089864677346994
LogParamNR,-0.010098402299930247
ParamTypCtnStr[],-0.01060483677100263
ClsNmCtnWeb,-0.017158094759064442
ClsNmCtnFile,-0.021496541961171567
