Feature,SHAP Value
SiSRMInvkLog,0.0060059073766268335
SRMDfRet,0.005997390529408529
MixedPfxCopy,0.00197602014844081
SiSRMInvkPush,0.001483252613682779
ClsNmCtnXml,0.0013302045015488508
MixedPfxTyp,0.0012481974964673875
SiPfxSet,0.0011991267760114756
SoSRMInvkParse,0.0011596029700863021
IsConcreteCls,0.001039620463929788
DbRtnNR,0.000774100662034696
SiPfxTyp,0.0006456437862053677
SiSRMInvkRun,0.0003009291743522116
SiPfxExec,0.00017595557856786223
SiPfxSend,0.00016191957855866274
SiPfxUpdate,0.00010257745604529828
IsAbstractCls,8.644270834434546e-05
SiPfxAdd,8.019423481398641e-05
SiSRMInvkWrite,3.842455335620332e-06
SoPfxParse,2.3121491219274537e-06
GeneralRtnNR,2.0014271447290483e-06
SiSRMInvkSave,7.202524503584218e-07
SiSRMInvkInfo,3.4381132472255382e-09
SoPfxFind,0.0
SoSRMInvkPull,0.0
SoSRMInvkElement,0.0
SiSRMInvkSet,0.0
MixedSRMInvkDo,0.0
SiSRMInvkUpdate,0.0
MixedSRMInvkMove,0.0
SoSRMInvkAs,0.0
SoPfxRemove,0.0
MixedPfxMove,0.0
MixedPfxDo,0.0
MixedSRMInvkCopy,0.0
SoSRMInvkRemove,0.0
SoSRMInvkFind,0.0
SiPfxEval,0.0
SoSRMInvkList,0.0
SiPfxPrint,0.0
SiPfxSave,0.0
SiPfxRun,0.0
ConcreteMtd,0.0
tag,0.0
SRMDfParam,0.0
XmlNR,0.0
GuiNR,0.0
GuiParamNR,0.0
GuiRtnNR,0.0
SiSRMInvkAdd,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkPoll,0.0
SoSRMInvkPeek,0.0
SiSRMInvkSevere,0.0
SiSRMInvkInsert,0.0
SiSRMInvkEval,0.0
SiSRMInvkFormat,0.0
SiSRMInvkPrint,0.0
WebRtnNR,0.0
DbNR,0.0
GeneralNR,0.0
SiSRMInvkDebug,0.0
FileNR,0.0
LogRtnNR,0.0
LogParamNR,0.0
LogNR,0.0
WebNR,0.0
SiSRMInvkOffer,0.0
SiSRMInvkFatal,0.0
SiSRMInvkTrace,0.0
SiSRMInvkFine,0.0
SiSRMInvkWarn,0.0
SiSRMInvkConfig,0.0
SiSRMInvkExec,0.0
ParamDfSRM,0.0
XmlRtnNR,0.0
XmlParamNR,0.0
ParamTypCtnByte[],-1.5812278897353593e-07
SiSRMInvkError,-9.606138339085524e-07
SiPfxWrite,-1.4036876197220938e-06
SiPfxLog,-1.4993473650554145e-06
GeneralParamNR,-1.801099024839603e-06
DbParamNR,-2.1644656176544874e-05
ParamTypCtnStr[],-4.425634375349215e-05
ParamTypCtnChar[],-4.6521229810136955e-05
IsInterface,-0.0012946156261866397
SiSRMInvkSend,-0.0018720713705604845
ClsNmCtnGeneral,-0.0021916779348240822
FileParamNR,-0.002270390090561623
ClsNmCtnGui,-0.0025534816984903296
ClsNmCtnDb,-0.002707246221692019
ClsNmCtnLog,-0.0031887788602977425
FileRtnNR,-0.003744473400729873
PrimitiveParam,-0.004001355446505525
MtdNm,-0.005047822727206006
ParamTypCtnStr,-0.006818307323087448
SoPfxGet,-0.006992564937876301
SoSRMInvkRead,-0.007789148367615651
ClsNmCtnFile,-0.008174398514078224
WebParamNR,-0.010045348508653565
SoSRMInvkGet,-0.01862975910197033
SRMDfThis,-0.024917030369300153
SoPfxTyp,-0.026133589244683973
ParamDfThis,-0.026941385166945515
SoPfxRead,-0.03161189988172059
ClsNmCtnWeb,-0.046639854026704536
