Feature,SHAP Value
SiSRMInvkDebug,0.023307074347660786
SoSRMInvkGet,0.019419568920750946
ClsNmCtnLog,0.019151812269293435
ClsNmCtnWeb,0.018770492228949054
WebParamNR,0.013874761307448288
SRMDfThis,0.013435515500111114
ClsNmCtnGeneral,0.011176731585608397
ParamTypCtnByte[],0.008191197768599473
SiPfxSend,0.00740759181046817
ClsNmCtnDb,0.00731840472165534
ClsNmCtnFile,0.007079200744638213
MixedSRMInvkMove,0.0050001302163969336
SiPfxPrint,0.00495788492300242
ClsNmCtnGui,0.0041594579008073645
IsInterface,0.0036864215188738975
SoPfxTyp,0.0029719906833408083
FileRtnNR,0.002219231754855097
SiPfxSet,0.0016216715601791304
MtdNm,0.0012376616748751368
SoPfxRead,0.0010611161054706608
SiPfxUpdate,0.0004165764204750594
SRMDfRet,0.0003696175614672269
SoSRMInvkRead,0.00029190614547460023
SoPfxParse,0.0002697084272233613
SiSRMInvkUpdate,0.0
SiSRMInvkRun,0.0
SiSRMInvkAdd,0.0
SiSRMInvkSave,0.0
MixedPfxDo,0.0
SoPfxFind,0.0
SoPfxRemove,0.0
MixedPfxMove,0.0
SiPfxRun,0.0
SoSRMInvkRemove,0.0
SoSRMInvkFind,0.0
SiPfxExec,0.0
SiPfxEval,0.0
SoSRMInvkParse,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkPeek,0.0
SiPfxSave,0.0
SRMDfParam,0.0
ConcreteMtd,0.0
tag,0.0
ParamDfSRM,0.0
LogRtnNR,0.0
WebNR,0.0
WebRtnNR,0.0
DbNR,0.0
SoSRMInvkPull,0.0
MixedSRMInvkDo,0.0
SoSRMInvkElement,0.0
MixedSRMInvkCopy,0.0
SoSRMInvkPoll,0.0
SiSRMInvkSet,0.0
SiSRMInvkEval,0.0
SiSRMInvkExec,0.0
SiSRMInvkFine,0.0
SiSRMInvkSevere,0.0
SiSRMInvkWarn,0.0
GeneralNR,0.0
FileNR,0.0
SiSRMInvkSend,0.0
SiSRMInvkLog,0.0
SiSRMInvkPrint,0.0
SiSRMInvkOffer,0.0
SiSRMInvkFatal,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkTrace,0.0
SiSRMInvkPush,0.0
SiSRMInvkInsert,0.0
SiSRMInvkFormat,0.0
ParamTypCtnStr[],0.0
GuiParamNR,0.0
GeneralRtnNR,0.0
XmlNR,0.0
GuiRtnNR,0.0
XmlParamNR,0.0
XmlRtnNR,0.0
GuiNR,0.0
SiSRMInvkConfig,0.0
LogNR,0.0
DbRtnNR,-0.000238036303630354
SoSRMInvkAs,-0.0005511447832156529
SoSRMInvkList,-0.0009879137146998618
SoPfxGet,-0.001022044115394874
SiPfxAdd,-0.0012086891442503883
IsAbstractCls,-0.0012723037403567505
MixedPfxCopy,-0.0016647437741568567
LogParamNR,-0.0017105427968517606
ClsNmCtnXml,-0.0027039178471684328
MixedPfxTyp,-0.002914322647001401
SiPfxWrite,-0.0042432662363458
SiPfxLog,-0.006491702456041484
IsConcreteCls,-0.008881009705367315
PrimitiveParam,-0.01254259064097099
DbParamNR,-0.025074825648415205
FileParamNR,-0.031146699848735443
ParamTypCtnStr,-0.03387478753176851
SiSRMInvkWrite,-0.04904564700733325
ParamTypCtnChar[],-0.054039869145099347
ParamDfThis,-0.056648969157057985
GeneralParamNR,-0.09884457974070764
SiPfxTyp,-0.17161337962862627
