Feature,SHAP Value
ParamDfThis,0.14606470572376795
SRMDfThis,0.11744308405359838
SoPfxRead,0.04483271652707374
SoSRMInvkGet,0.03257167738354533
SiPfxTyp,0.027925305799079106
SoSRMInvkPoll,0.020704297818856132
ClsNmCtnFile,0.019553461109724196
SiSRMInvkRun,0.01900627944954031
ClsNmCtnWeb,0.018047834128728957
SoPfxTyp,0.01575380496319352
MtdNm,0.012064346527323633
SoSRMInvkRead,0.011496001378311888
IsConcreteCls,0.009356148877190912
ClsNmCtnDb,0.0071753619877256425
FileParamNR,0.0060386166923471485
ParamTypCtnChar[],0.0041683383058198215
SRMDfRet,0.004093848097229555
ParamTypCtnByte[],0.002660298909478498
ClsNmCtnGui,0.002288777114637139
SiPfxSend,0.0014833508176132632
IsInterface,0.0012795798181764878
SiSRMInvkSet,0.0008318915801614757
SoPfxParse,0.0007246502185530856
MixedPfxTyp,0.0006633623360750018
SiSRMInvkTrace,0.0006477564896210514
DbParamNR,0.00026274570698577027
ClsNmCtnLog,0.00023976045932042056
SiPfxWrite,2.881009801433687e-06
MixedPfxDo,0.0
SoPfxFind,0.0
SoPfxRemove,0.0
MixedSRMInvkCopy,0.0
MixedPfxMove,0.0
SiPfxEval,0.0
SoSRMInvkFind,0.0
SoSRMInvkRemove,0.0
SiPfxLog,0.0
SoSRMInvkParse,0.0
SiPfxPrint,0.0
MixedPfxCopy,0.0
SiPfxRun,0.0
XmlParamNR,0.0
XmlRtnNR,0.0
SRMDfParam,0.0
ConcreteMtd,0.0
LogParamNR,0.0
MixedSRMInvkMove,0.0
SiSRMInvkAdd,0.0
SiSRMInvkSave,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkPeek,0.0
SoSRMInvkPull,0.0
SoSRMInvkAs,0.0
SoSRMInvkList,0.0
MixedSRMInvkDo,0.0
SoSRMInvkElement,0.0
SiSRMInvkUpdate,0.0
SiPfxUpdate,0.0
SiPfxSave,0.0
WebNR,0.0
SiSRMInvkExec,0.0
SiSRMInvkInsert,0.0
SiSRMInvkPush,0.0
SiSRMInvkPrint,0.0
SiSRMInvkLog,0.0
SiSRMInvkInfo,0.0
SiSRMInvkOffer,0.0
SiSRMInvkError,0.0
SiSRMInvkFatal,0.0
SiSRMInvkSevere,0.0
SiSRMInvkWarn,0.0
SiSRMInvkFormat,0.0
SiSRMInvkEval,0.0
tag,0.0
GuiParamNR,0.0
ParamDfSRM,0.0
GuiNR,0.0
GuiRtnNR,0.0
WebRtnNR,0.0
WebParamNR,0.0
DbNR,0.0
SiSRMInvkDebug,0.0
LogNR,0.0
LogRtnNR,0.0
FileNR,0.0
SiSRMInvkConfig,0.0
GeneralNR,0.0
SiSRMInvkFine,0.0
XmlNR,0.0
SiPfxExec,-1.9238904920559907e-07
GeneralParamNR,-0.0008711697087008946
SiPfxAdd,-0.0008932533078596511
SiSRMInvkSend,-0.0010489743946708735
SoPfxGet,-0.0011879059947790538
GeneralRtnNR,-0.0012472067398479059
DbRtnNR,-0.0013827509503961388
ParamTypCtnStr,-0.001678433231674048
ClsNmCtnXml,-0.0019696244603027574
SiSRMInvkWrite,-0.001998266136376381
SiPfxSet,-0.0036662834479530143
IsAbstractCls,-0.00444096867189013
ParamTypCtnStr[],-0.005262638443408962
ClsNmCtnGeneral,-0.009518192418373816
PrimitiveParam,-0.0118199693434686
FileRtnNR,-0.013283813108911718
