Feature,SHAP Value
ParamDfThis,0.10035545421951883
ParamTypCtnChar[],0.09695118216874943
SRMDfThis,0.09656985858558836
ClsNmCtnWeb,0.057171785195113095
GeneralParamNR,0.05391884564480463
SoSRMInvkGet,0.04875847060994963
ParamTypCtnStr,0.04041526123690095
SoPfxRead,0.03461196842867008
FileParamNR,0.034124460025673264
ClsNmCtnFile,0.03192637495723037
SoSRMInvkRemove,0.017108226606162624
ClsNmCtnLog,0.014507795109650015
ParamTypCtnStr[],0.010765417387777726
SiSRMInvkFatal,0.009724088294218558
IsConcreteCls,0.00793664590515751
MtdNm,0.0071113164368226955
SoSRMInvkRead,0.006400855945076472
SoPfxGet,0.004709171336731349
ClsNmCtnDb,0.003725188071254243
ClsNmCtnGui,0.002912425588114609
SiPfxSend,0.002578682188852599
FileRtnNR,0.002080089076628877
SiSRMInvkAdd,0.001248662746792667
IsInterface,0.001036906161196241
SRMDfRet,0.0010332545968594065
SoPfxParse,0.0008328506898802601
ParamTypCtnByte[],0.000524629753599265
SiPfxWrite,0.00041654634709789584
WebParamNR,4.546576031044802e-05
SiPfxAdd,1.2023652154455333e-05
SiPfxLog,1.4405049007099047e-06
SoPfxFind,0.0
MixedPfxDo,0.0
SiPfxEval,0.0
SiPfxPrint,0.0
SiPfxSave,0.0
SiPfxRun,0.0
SoSRMInvkFind,0.0
MixedPfxMove,0.0
MixedPfxCopy,0.0
SoPfxRemove,0.0
SRMDfParam,0.0
tag,0.0
XmlRtnNR,0.0
WebRtnNR,0.0
MixedSRMInvkDo,0.0
SiSRMInvkUpdate,0.0
SiSRMInvkRun,0.0
SiSRMInvkSave,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkElement,0.0
SoSRMInvkPull,0.0
SoSRMInvkAs,0.0
SoSRMInvkPeek,0.0
SoSRMInvkPoll,0.0
MixedSRMInvkMove,0.0
MixedSRMInvkCopy,0.0
SiPfxUpdate,0.0
SoSRMInvkList,0.0
SoSRMInvkParse,0.0
SiSRMInvkFine,0.0
WebNR,0.0
SiSRMInvkExec,0.0
SiSRMInvkPrint,0.0
SiSRMInvkLog,0.0
SiSRMInvkTrace,0.0
SiSRMInvkOffer,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkInsert,0.0
SiSRMInvkPush,0.0
SiSRMInvkFormat,0.0
SiSRMInvkEval,0.0
GuiParamNR,0.0
GuiNR,0.0
GuiRtnNR,0.0
ParamDfSRM,0.0
LogParamNR,0.0
LogRtnNR,0.0
LogNR,0.0
DbNR,0.0
SiSRMInvkConfig,0.0
FileNR,0.0
SiSRMInvkDebug,0.0
GeneralNR,0.0
SiSRMInvkSevere,0.0
SiSRMInvkWarn,0.0
XmlParamNR,0.0
XmlNR,0.0
ConcreteMtd,0.0
SiPfxExec,-4.327504327522602e-07
DbParamNR,-0.00038234844306073157
MixedPfxTyp,-0.00041558566385554996
SiSRMInvkSet,-0.0004163058468974745
PrimitiveParam,-0.000623168651819106
SiSRMInvkSend,-0.0008328522634038216
SiPfxTyp,-0.0008459317669956001
SiSRMInvkWrite,-0.001012286045378133
GeneralRtnNR,-0.0013301709089478947
SiPfxSet,-0.0013984809154879846
DbRtnNR,-0.0023037431108943324
ClsNmCtnXml,-0.004368661621325265
IsAbstractCls,-0.009897576429371238
ClsNmCtnGeneral,-0.015725316578670503
SoPfxTyp,-0.04044164359640878
