Feature,SHAP Value,instance
ClsNmCtnDb,-0.0326239394446698,4
ParamTypCtnStr,-0.0533197220430493,4
ParamDfThis,-0.0668447871654442,4
SoPfxRead,-0.0873244112627303,4
SoPfxTyp,-0.0928866138286777,4
FileParamNR,0.1371407079465775,5
PrimitiveParam,0.0724279547304775,5
ClsNmCtnWeb,0.0604170976860545,5
ParamTypCtnStr,0.0586061198440053,5
SRMDfThis,0.0415011285670313,5
MtdNm,0.0401022642033288,5
ParamDfThis,0.0399547150794288,5
SRMDfRet,0.0341710059708857,5
SoSRMInvkGet,0.0295982219881935,5
SoPfxTyp,0.0283088839452308,5
SoPfxRead,0.0232962435994685,5
WebParamNR,0.01498169707888,5
ClsNmCtnLog,0.0144880849239733,5
ClsNmCtnFile,0.0104450189584098,5
ClsNmCtnDb,0.0097636489772845,5
SoSRMInvkRead,0.0068086186178627,5
SoPfxGet,0.0043887057851091,5
SiSRMInvkRun,0.0043460048099609,5
FileRtnNR,0.0035382118203111,5
SoSRMInvkParse,0.002678393336237,5
SiPfxSend,0.0025772580583195,5
ClsNmCtnGui,0.002411862533917,5
SiSRMInvkPush,0.0022398412521783,5
SiPfxWrite,0.0012784234438465,5
SiSRMInvkSave,0.001247477244017,5
SiSRMInvkSend,0.0003111710545676,5
SoPfxParse,0.0001614870331384,5
IsInterface,0.0001517159087327,5
ParamTypCtnByte[],0.000128355963232,5
DbParamNR,4.8699695001694354e-05,5
GeneralRtnNR,4.044425903637627e-05,5
SiSRMInvkInfo,1.1906186180826728e-05,5
SiSRMInvkError,1.921227667789349e-06,5
SoSRMInvkFind,0.0,5
SiPfxEval,0.0,5
MixedSRMInvkCopy,0.0,5
SoPfxRemove,0.0,5
SoPfxFind,0.0,5
MixedPfxDo,0.0,5
MixedPfxMove,0.0,5
SiPfxPrint,0.0,5
SRMDfParam,0.0,5
tag,0.0,5
LogRtnNR,0.0,5
DbNR,0.0,5
LogParamNR,0.0,5
LogNR,0.0,5
FileNR,0.0,5
SiSRMInvkSet,0.0,5
SoSRMInvkRetrieve,0.0,5
SoSRMInvkPoll,0.0,5
SoSRMInvkPull,0.0,5
SiSRMInvkUpdate,0.0,5
MixedSRMInvkDo,0.0,5
MixedSRMInvkMove,0.0,5
SoSRMInvkElement,0.0,5
SiSRMInvkAdd,0.0,5
SiPfxRun,0.0,5
SiPfxSave,0.0,5
SoSRMInvkList,0.0,5
SoSRMInvkPeek,0.0,5
SoSRMInvkAs,0.0,5
SoSRMInvkRemove,0.0,5
SiSRMInvkWarn,0.0,5
SiSRMInvkFine,0.0,5
WebNR,0.0,5
SiSRMInvkTrace,0.0,5
SiSRMInvkFatal,0.0,5
SiSRMInvkFormat,0.0,5
SiSRMInvkInsert,0.0,5
SiSRMInvkEval,0.0,5
SiSRMInvkPrint,0.0,5
SiSRMInvkExec,0.0,5
GuiParamNR,0.0,5
GuiNR,0.0,5
GuiRtnNR,0.0,5
ParamDfSRM,0.0,5
ConcreteMtd,0.0,5
XmlParamNR,0.0,5
XmlRtnNR,0.0,5
WebRtnNR,0.0,5
SiSRMInvkConfig,0.0,5
SiSRMInvkDebug,0.0,5
GeneralNR,0.0,5
SiSRMInvkOffer,0.0,5
SiSRMInvkSevere,0.0,5
XmlNR,0.0,5
MixedPfxTyp,-7.202524503480134e-07,5
SiSRMInvkWrite,-1.921227667803227e-06,5
DbRtnNR,-0.0001049008877968,5
IsAbstractCls,-0.0001474812095332,5
SiPfxUpdate,-0.0001794841713449,5
SiPfxExec,-0.0002959931458241,5
SiPfxSet,-0.0008261718096906,5
MixedPfxCopy,-0.0008315009256846,5
ParamTypCtnStr[],-0.0010254819431724,5
ParamTypCtnChar[],-0.0013128433383077,5
IsConcreteCls,-0.0015913225846557,5
SiPfxTyp,-0.0021619974921813,5
SiPfxAdd,-0.0030127628646344,5
GeneralParamNR,-0.003119503511024,5
ClsNmCtnXml,-0.0042153507213733,5
SiPfxLog,-0.0045938901073306,5
SiSRMInvkLog,-0.0047366971832467,5
ClsNmCtnGeneral,-0.0098944297141402,5
WebParamNR,0.2147372073780596,6
GeneralParamNR,0.1185176193617393,6
FileParamNR,0.1107588148793009,6
PrimitiveParam,0.0625876044319328,6
SoPfxTyp,0.0617962192458395,6
ParamTypCtnStr,0.0452232476699091,6
ClsNmCtnWeb,0.0435918906754419,6
GuiParamNR,0.0306228048881211,6
SiSRMInvkWrite,0.0214544114774207,6
ClsNmCtnLog,0.0176804627981511,6
ClsNmCtnFile,0.0167359914671129,6
SoSRMInvkGet,0.012093523474168,6
IsConcreteCls,0.0081796237623928,6
ParamTypCtnStr[],0.0069388170051641,6
SoSRMInvkRead,0.0064555607746625,6
SiPfxWrite,0.003450665214003,6
ClsNmCtnGui,0.0033510790893282,6
DbParamNR,0.0032932285476049,6
MtdNm,0.002811226668236,6
SiPfxSend,0.0026170099968925,6
FileRtnNR,0.0024963949929348,6
MixedPfxCopy,0.0013666756928942,6
SiSRMInvkSend,0.001247477244017,6
MixedSRMInvkCopy,0.001247477244017,6
SiPfxExec,0.0011355943992995,6
ClsNmCtnDb,0.0006175732660337,6
IsInterface,0.000207542889207,6
MixedPfxTyp,4.789147686114215e-05,6
SoPfxGet,2.0123869320917694e-05,6
SoPfxFind,0.0,6
MixedSRMInvkMove,0.0,6
SiSRMInvkRun,0.0,6
MixedPfxDo,0.0,6
SoSRMInvkRemove,0.0,6
SoSRMInvkFind,0.0,6
SiPfxPrint,0.0,6
SoSRMInvkRetrieve,0.0,6
SoSRMInvkList,0.0,6
SoPfxRemove,0.0,6
MixedPfxMove,0.0,6
SiPfxEval,0.0,6
XmlParamNR,0.0,6
tag,0.0,6
ConcreteMtd,0.0,6
DbNR,0.0,6
LogParamNR,0.0,6
WebRtnNR,0.0,6
LogRtnNR,0.0,6
WebNR,0.0,6
SiSRMInvkConfig,0.0,6
GeneralNR,0.0,6
SoSRMInvkPeek,0.0,6
SoSRMInvkElement,0.0,6
SiSRMInvkUpdate,0.0,6
MixedSRMInvkDo,0.0,6
SoSRMInvkAs,0.0,6
SiSRMInvkSave,0.0,6
SiPfxRun,0.0,6
SiPfxSave,0.0,6
SoSRMInvkPoll,0.0,6
LogNR,0.0,6
GeneralRtnNR,0.0,6
FileNR,0.0,6
SiSRMInvkLog,0.0,6
SiSRMInvkExec,0.0,6
SiSRMInvkSevere,0.0,6
SiSRMInvkWarn,0.0,6
SiSRMInvkInfo,0.0,6
SiSRMInvkPush,0.0,6
SiSRMInvkFormat,0.0,6
SiSRMInvkInsert,0.0,6
SiSRMInvkError,0.0,6
SiSRMInvkOffer,0.0,6
GuiRtnNR,0.0,6
ParamDfSRM,0.0,6
SRMDfParam,0.0,6
SiSRMInvkTrace,0.0,6
SiSRMInvkFine,0.0,6
GuiNR,0.0,6
XmlNR,0.0,6
XmlRtnNR,0.0,6
SiSRMInvkDebug,0.0,6
SiSRMInvkAdd,-0.0001381561236511,6
SiSRMInvkPrint,-0.0003152904197622,6
SoSRMInvkParse,-0.0004960802391598,6
SoPfxParse,-0.0008733173078449,6
SiSRMInvkEval,-0.0012532520539536,6
DbRtnNR,-0.001343255323409,6
SiPfxUpdate,-0.0016638432246443,6
SiPfxAdd,-0.0017224457321262,6
ClsNmCtnXml,-0.0022469384240297,6
SiPfxTyp,-0.0025164778567037,6
SiSRMInvkSet,-0.0026842412520156,6
SoSRMInvkPull,-0.0031623873759414,6
SoPfxRead,-0.0039867401606401,6
ParamTypCtnByte[],-0.0046663507942609,6
SiPfxLog,-0.0049254630581114,6
SiSRMInvkFatal,-0.0053962600258861,6
ParamTypCtnChar[],-0.006232057861463,6
ParamDfThis,-0.0081883693662533,6
ClsNmCtnGeneral,-0.0102207783058779,6
SiPfxSet,-0.0103052124389191,6
SRMDfThis,-0.0168392713083818,6
IsAbstractCls,-0.0192325173632748,6
SRMDfRet,-0.0839304171855534,6
GeneralParamNR,0.1328912065227414,7
SiSRMInvkWrite,0.0824869227831591,7
SRMDfRet,0.0638637281165958,7
ParamDfThis,0.0478538922438214,7
SRMDfThis,0.0418567516332751,7
SoPfxTyp,0.0291263268759128,7
ClsNmCtnLog,0.0186586467973318,7
SiSRMInvkAdd,0.0182877316543258,7
ClsNmCtnWeb,0.017171556321668,7
PrimitiveParam,0.0136169205767623,7
XmlParamNR,0.0128981012074228,7
SiPfxSend,0.0062398676135516,7
ClsNmCtnFile,0.0060531517199164,7
SiSRMInvkConfig,0.0037099487129297,7
ClsNmCtnGui,0.0025479360218089,7
FileRtnNR,0.0024963949929347,7
SiSRMInvkSet,0.002425866282694,7
SiPfxWrite,0.0019438487229677,7
SiSRMInvkUpdate,0.0018558075310431,7
SiSRMInvkSend,0.0014269823392373,7
WebParamNR,0.0012481974964674,7
ParamTypCtnStr[],0.0011455851563064,7
ParamTypCtnChar[],0.0003158665122678,7
SoPfxParse,0.0002475784803668,7
SoSRMInvkRead,6.28895130117546e-05,7
