Feature,SHAP Value
ClsNmCtnDb,0.005863707652309216
ImplicitMtd,0.0
MtdConstructor,0.0
InnerCls,0.0
MtdMakedbInvkd,0.0
ClsAnonymous,0.0
ClsNmEndsEncoder,0.0
ClsNmCtnInput,0.0
CWE89,0.0
RtnTypResultSet,-0.0002270408163265306
MtdCtnParams,-0.00047715678643426733
ParamTypEqRtnTyp,-0.0015670960843349212
ClsNmCtnJdbc,-0.001979397340961158
MtdNmCtnSaniti,-0.0021962669128736062
RtnTypStr,-0.0027009653225433953
MtdNmCtnQuery,-0.002716378455049353
ParamTypCtnSql,-0.004285715483373637
ClsNmEndsReq,-0.004374741428519061
ClsNmCtnSql,-0.0060034345501530405
ClsNmCtnDatabase,-0.010651333149107002
ParamTypCtnStr,-0.013623581126999915
ClsNmCtnHibernate,-0.016203810623556577
MtdNmCtnExecute,-0.02176682693337675
