Feature,SHAP Value
ClsNmCtnDatabase,0.5940949093521138
ParamTypCtnSql,0.1396944169084771
ClsNmCtnDb,0.07716535030001255
ParamTypCtnStr,0.0749880248292188
ClsNmCtnJdbc,0.023886956771881584
MtdCtnParams,0.020960816318825855
ParamTypEqRtnTyp,0.012109321918423446
ClsNmEndsReq,0.006199680025975002
ClsNmCtnInput,0.0028670405806664454
RtnTypResultSet,0.00033171709403165793
InnerCls,0.0
ImplicitMtd,0.0
MtdConstructor,0.0
ClsAnonymous,0.0
ClsNmEndsEncoder,0.0
CWE89,0.0
MtdMakedbInvkd,0.0
MtdNmCtnSaniti,-0.0011382656988892664
MtdNmCtnQuery,-0.001781933168436764
RtnTypStr,-0.0044463203637169785
ClsNmCtnHibernate,-0.007976327944572753
ClsNmCtnSql,-0.008723008200702955
MtdNmCtnExecute,-0.011142416084607436
