Feature,SHAP Value
ClsNmCtnDatabase,0.5893738197775643
ParamTypCtnSql,0.14110661555122087
ClsNmCtnDb,0.06603074972484073
ParamTypCtnStr,0.051952333210114984
MtdCtnParams,0.04056686380937286
ClsNmCtnJdbc,0.028061014133655884
ParamTypEqRtnTyp,0.01043448440833973
RtnTypStr,0.008297525480135487
ClsNmEndsReq,0.0051405188711358485
ClsNmCtnInput,0.002870339821840979
RtnTypResultSet,0.0011475446528049177
ImplicitMtd,0.0
MtdConstructor,0.0
InnerCls,0.0
ClsNmEndsEncoder,0.0
CWE89,0.0
MtdMakedbInvkd,0.0
ClsAnonymous,0.0
MtdNmCtnSaniti,-0.0011779482385718067
MtdNmCtnQuery,-0.002128748493173448
ClsNmCtnSql,-0.006715532136277664
MtdNmCtnExecute,-0.008653187713254518
ClsNmCtnHibernate,-0.009216430221049171
