Feature,SHAP Value
ClsNmCtnDb,0.0045528722106797795
MtdCtnParams,0.0026041086203459885
MtdConstructor,0.0
ClsAnonymous,0.0
MtdMakedbInvkd,0.0
ImplicitMtd,0.0
ClsNmEndsEncoder,0.0
ClsNmCtnInput,0.0
InnerCls,0.0
CWE89,0.0
RtnTypResultSet,-0.0009081632653061252
ParamTypCtnSql,-0.001416465528440427
MtdNmCtnSaniti,-0.001794804249286233
ParamTypEqRtnTyp,-0.0029002206612027633
RtnTypStr,-0.0033128222658973827
ClsNmCtnJdbc,-0.0042179049596902845
ClsNmEndsReq,-0.004272700612192526
MtdNmCtnQuery,-0.005417820122302103
ClsNmCtnDatabase,-0.0076372864670882406
ClsNmCtnSql,-0.00896130696327482
ParamTypCtnStr,-0.012327419407207942
ClsNmCtnHibernate,-0.016382382052128015
MtdNmCtnExecute,-0.020517721638308912
