Feature,SHAP Value
ClsNmCtnDb,0.020681536593889015
SiPfxWrite,0.007302505786825342
ParamTypCtnStr,0.003670855902315903
ClsNmCtnWeb,0.0034989866530763182
ClsNmCtnXml,0.0029131215676863054
IsInterface,0.0026224384740559797
ClsNmCtnFile,0.0025432732882981375
SiSRMInvkWrite,0.0021135576652520985
SoSRMInvkRead,0.002014205724479641
SiSRMInvkConfig,0.001950503475589574
SiPfxSet,0.00191397504810642
SoPfxGet,0.001072317633453398
SoSRMInvkGet,0.0007595025874776404
MixedPfxTyp,0.0007499564999564889
SiSRMInvkSend,0.00041630591630591185
IsAbstractCls,0.0001538836192629953
ClsNmCtnGui,0.00013847460662657057
IsConcreteCls,8.783885721882698e-05
ParamTypCtnChar[],4.844725991889898e-05
SiPfxExec,4.807282839297544e-05
MixedSRMInvkDo,0.0
SiSRMInvkRun,0.0
MixedSRMInvkMove,0.0
SoSRMInvkList,0.0
SiPfxSave,0.0
SiSRMInvkUpdate,0.0
SiSRMInvkAdd,0.0
MixedSRMInvkCopy,0.0
SoSRMInvkPeek,0.0
MixedPfxDo,0.0
SoPfxRemove,0.0
SiPfxRun,0.0
SiPfxPrint,0.0
SiPfxEval,0.0
SoSRMInvkFind,0.0
SoSRMInvkRemove,0.0
SiPfxLog,0.0
SoSRMInvkParse,0.0
SoSRMInvkPoll,0.0
MixedPfxMove,0.0
SoPfxFind,0.0
XmlParamNR,0.0
tag,0.0
ConcreteMtd,0.0
SRMDfParam,0.0
ParamDfSRM,0.0
GuiNR,0.0
GuiRtnNR,0.0
XmlNR,0.0
GuiParamNR,0.0
LogRtnNR,0.0
SoSRMInvkPull,0.0
SoSRMInvkElement,0.0
SoSRMInvkAs,0.0
SiSRMInvkFormat,0.0
SiSRMInvkLog,0.0
SiSRMInvkExec,0.0
DbNR,0.0
WebNR,0.0
GeneralNR,0.0
FileNR,0.0
WebRtnNR,0.0
SiSRMInvkInsert,0.0
SiSRMInvkFatal,0.0
SiSRMInvkPrint,0.0
SiSRMInvkTrace,0.0
SiSRMInvkWarn,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkSevere,0.0
SiSRMInvkFine,0.0
SiSRMInvkDebug,0.0
SiSRMInvkOffer,0.0
LogNR,0.0
XmlRtnNR,0.0
SiSRMInvkEval,-6.011637028978389e-07
GeneralRtnNR,-9.405629857635323e-07
FileRtnNR,-1.6808662842565658e-06
SoSRMInvkRetrieve,-0.00022710212609021885
MixedPfxCopy,-0.00023149336151890177
LogParamNR,-0.0003120422893965005
ParamDfThis,-0.00040073933470466215
SiPfxUpdate,-0.0004163659806274145
DbParamNR,-0.0005160712406389184
SiPfxAdd,-0.0007928907514499692
SoPfxParse,-0.0008298890802764941
SiSRMInvkSave,-0.0009347872185965413
SiPfxSend,-0.0011192629676210625
SiSRMInvkSet,-0.0018549363657136934
ClsNmCtnGeneral,-0.002726324392220524
ClsNmCtnLog,-0.0035892736630475453
MtdNm,-0.0072666433938028486
SoPfxRead,-0.008085184869502963
SiSRMInvkPush,-0.008858580413586722
PrimitiveParam,-0.009276355900840513
GeneralParamNR,-0.011589528453041887
DbRtnNR,-0.012845480244886149
SRMDfRet,-0.03171267875564553
SiPfxTyp,-0.033324310523181855
FileParamNR,-0.03982575489824093
SRMDfThis,-0.042788964814851324
ParamTypCtnStr[],-0.047259603260586786
ParamTypCtnByte[],-0.05323772322111996
WebParamNR,-0.05507209630456887
SoPfxTyp,-0.06936005171482101
