Feature,SHAP Value,instance
MixedSRMInvkCopy,0.0,6
SoSRMInvkFind,0.0,6
SiPfxEval,0.0,6
SiPfxExec,0.0,6
SoSRMInvkRemove,0.0,6
SoSRMInvkParse,0.0,6
MixedPfxMove,0.0,6
SoPfxRemove,0.0,6
XmlNR,0.0,6
XmlRtnNR,0.0,6
ConcreteMtd,0.0,6
SRMDfParam,0.0,6
tag,0.0,6
GuiNR,0.0,6
MixedSRMInvkDo,0.0,6
MixedSRMInvkMove,0.0,6
SoSRMInvkRetrieve,0.0,6
SoSRMInvkPoll,0.0,6
SoSRMInvkPull,0.0,6
SoSRMInvkAs,0.0,6
SoSRMInvkPeek,0.0,6
SoSRMInvkList,0.0,6
SoSRMInvkElement,0.0,6
SiSRMInvkSave,0.0,6
SiPfxSave,0.0,6
SiPfxRun,0.0,6
SiSRMInvkFine,0.0,6
SiSRMInvkLog,0.0,6
SiSRMInvkPrint,0.0,6
SiSRMInvkEval,0.0,6
SiSRMInvkPush,0.0,6
SiSRMInvkExec,0.0,6
SiSRMInvkOffer,0.0,6
SiSRMInvkFatal,0.0,6
SiSRMInvkError,0.0,6
SiSRMInvkInfo,0.0,6
SiSRMInvkTrace,0.0,6
SiSRMInvkWarn,0.0,6
SiSRMInvkSevere,0.0,6
SiSRMInvkInsert,0.0,6
ParamDfSRM,0.0,6
LogNR,0.0,6
LogRtnNR,0.0,6
WebNR,0.0,6
GeneralNR,0.0,6
FileNR,0.0,6
DbNR,0.0,6
WebRtnNR,0.0,6
GeneralRtnNR,0.0,6
GuiRtnNR,0.0,6
SiSRMInvkDebug,0.0,6
WebParamNR,-7.202524503480134e-07,6
FileRtnNR,-1.4405049007237825e-06,6
SiPfxUpdate,-0.0001189719549715,6
SiSRMInvkSet,-0.0002863952932088,6
SoPfxParse,-0.0007451136406852,6
FileParamNR,-0.0010125711608738,6
MixedPfxTyp,-0.0011871104292548,6
SiSRMInvkConfig,-0.0019347396887205,6
XmlParamNR,-0.0025806089438799,6
ParamTypCtnChar[],-0.0038821969119067,6
SiPfxSend,-0.004989428253301,6
PrimitiveParam,-0.0057120974161484,6
GuiParamNR,-0.0197677329623696,6
DbParamNR,-0.020261970846574,6
ClsNmCtnLog,-0.0213375978086516,6
SiSRMInvkAdd,-0.0246522765004256,6
SRMDfThis,-0.0513087781707719,6
ClsNmCtnDb,-0.0575686745800185,6
SRMDfRet,-0.0864847129580714,6
GeneralParamNR,-0.0957245275652032,6
SiSRMInvkWrite,-0.0966438005698552,6
SiPfxTyp,0.2531696817446933,7
GeneralParamNR,0.0841929517762709,7
ParamTypCtnStr,0.0678900013134157,7
ParamDfThis,0.0663878853953992,7
SRMDfRet,0.0624200659087066,7
ParamTypCtnChar[],0.0530473477498558,7
SiSRMInvkWrite,0.0479114020849666,7
ClsNmCtnFile,0.0311277900045939,7
DbParamNR,0.0207786807534114,7
MtdNm,0.0136797122197854,7
SoSRMInvkRead,0.0058877404384196,7
SiPfxLog,0.0058819864243828,7
SoPfxRead,0.0057747622735998,7
SiPfxWrite,0.0047441007406405,7
LogParamNR,0.0035594903389725,7
IsAbstractCls,0.0027102786916728,7
SoPfxGet,0.0023199878793223,7
MixedPfxCopy,0.0016637831603229,7
MixedPfxTyp,0.001663723026593,7
FileRtnNR,0.0013860588630568,7
SoSRMInvkGet,0.0010866918494454,7
SoSRMInvkList,0.0009754388505065,7
