Feature,SHAP Value
ClsNmCtnFile,0.014189976446077727
ParamDfThis,0.011354742063613917
SoSRMInvkRead,0.00551909311608248
SiPfxUpdate,0.0051483429312372785
SoSRMInvkGet,0.0029101316177716444
SiPfxLog,0.0022961234440268888
ClsNmCtnWeb,0.0020859064205509814
SiPfxWrite,0.0020628035894405816
SRMDfThis,0.002051956405792331
ClsNmCtnGeneral,0.0017169838820426594
SiPfxSet,0.0016701878036268214
SiPfxAdd,0.001493373061295336
SiPfxTyp,0.0014044611864456463
MixedSRMInvkDo,0.0013628060091075284
IsAbstractCls,0.0013300968572347218
DbRtnNR,0.0012415597242438868
ClsNmCtnGui,0.0006030584412375986
FileRtnNR,0.0005411541645100292
GeneralParamNR,0.00046585003361661326
MixedPfxTyp,0.00014146537895123185
SoPfxGet,5.4962664465092737e-05
ParamTypCtnChar[],1.6316196165069158e-05
ParamTypCtnStr[],1.1527366006847117e-05
SiSRMInvkSave,0.0
SoSRMInvkList,0.0
SiSRMInvkRun,0.0
MixedSRMInvkMove,0.0
SoSRMInvkPoll,0.0
MixedPfxMove,0.0
MixedPfxCopy,0.0
SoPfxRemove,0.0
SoPfxFind,0.0
MixedPfxDo,0.0
SiPfxEval,0.0
SiPfxExec,0.0
SiPfxRun,0.0
SiPfxPrint,0.0
SoSRMInvkRemove,0.0
SoSRMInvkFind,0.0
SoSRMInvkParse,0.0
SiPfxSave,0.0
tag,0.0
ConcreteMtd,0.0
GuiNR,0.0
SRMDfParam,0.0
GuiRtnNR,0.0
WebNR,0.0
DbNR,0.0
SiSRMInvkAdd,0.0
SoSRMInvkRetrieve,0.0
MixedSRMInvkCopy,0.0
SoSRMInvkElement,0.0
SoSRMInvkAs,0.0
SoSRMInvkPeek,0.0
SiSRMInvkUpdate,0.0
SiSRMInvkExec,0.0
SiSRMInvkSend,0.0
WebRtnNR,0.0
SiSRMInvkSevere,0.0
SiSRMInvkDebug,0.0
SiSRMInvkConfig,0.0
SiSRMInvkEval,0.0
SiSRMInvkPush,0.0
SiSRMInvkLog,0.0
SiSRMInvkPrint,0.0
SiSRMInvkOffer,0.0
SiSRMInvkFatal,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkTrace,0.0
SiSRMInvkWarn,0.0
SiSRMInvkInsert,0.0
SiSRMInvkFormat,0.0
LogNR,0.0
LogParamNR,0.0
FileNR,0.0
GeneralNR,0.0
ParamDfSRM,0.0
XmlNR,0.0
XmlParamNR,0.0
LogRtnNR,0.0
XmlRtnNR,0.0
FileParamNR,-3.8477809841119814e-07
SiSRMInvkWrite,-1.921227667803227e-06
SoSRMInvkPull,-0.00011494561912107903
GuiParamNR,-0.00027770111297407973
IsConcreteCls,-0.00047268154869756565
GeneralRtnNR,-0.0010418168375118525
IsInterface,-0.0010691044758202872
ClsNmCtnXml,-0.0013584021991603391
SoPfxParse,-0.0014323431064752444
WebParamNR,-0.0020585256125869485
SoPfxTyp,-0.0038952249649066815
SiPfxSend,-0.004690587666545315
ClsNmCtnLog,-0.005881895420756428
MtdNm,-0.006826303331835322
ClsNmCtnDb,-0.007454719077663045
SiSRMInvkSet,-0.008148991046768327
SiSRMInvkFine,-0.009176122631433293
ParamTypCtnStr,-0.017436861786839158
SRMDfRet,-0.01744334743236597
SoPfxRead,-0.024692487833174254
ParamTypCtnByte[],-0.05930299401405947
DbParamNR,-0.08545318526715041
PrimitiveParam,-0.11438703675335854
