Feature,SHAP Value
PrimitiveParam,0.02383903607705727
ParamTypCtnChar[],0.017517671474036732
SoSRMInvkGet,0.017013546315881582
ClsNmCtnLog,0.013971889711039104
FileParamNR,0.012751582219157405
ParamTypCtnStr,0.011692485141078943
ClsNmCtnWeb,0.008723552536152271
ParamTypCtnStr[],0.008468047471009828
ClsNmCtnGeneral,0.007475733147262069
SiSRMInvkWrite,0.007324676821586572
IsAbstractCls,0.006429625685279192
IsInterface,0.006334677821714194
GeneralParamNR,0.005628993662773404
SiPfxSet,0.004875439690276831
ClsNmCtnFile,0.003214020847443877
ParamTypCtnByte[],0.002215163315468102
ClsNmCtnXml,0.0013452224157025489
FileRtnNR,0.0012045906825597433
SiPfxAdd,0.0008938189243396788
SoPfxGet,0.0008545678037161497
DbRtnNR,0.0003275472062437279
ClsNmCtnGui,0.0001642210847884601
DbParamNR,3.4762437448820904e-05
SiPfxExec,3.8477809841119814e-07
SoSRMInvkRetrieve,0.0
SiSRMInvkSave,0.0
MixedSRMInvkMove,0.0
MixedSRMInvkDo,0.0
MixedPfxMove,0.0
MixedPfxCopy,0.0
SiPfxRun,0.0
SiPfxLog,0.0
SiPfxSave,0.0
SoSRMInvkRemove,0.0
SoSRMInvkFind,0.0
SiPfxEval,0.0
SiPfxPrint,0.0
SoSRMInvkParse,0.0
MixedPfxDo,0.0
SoPfxRemove,0.0
SoPfxFind,0.0
SRMDfParam,0.0
ConcreteMtd,0.0
tag,0.0
DbNR,0.0
LogParamNR,0.0
LogRtnNR,0.0
WebParamNR,0.0
WebRtnNR,0.0
SiSRMInvkConfig,0.0
SoSRMInvkAs,0.0
SoSRMInvkPull,0.0
SoSRMInvkElement,0.0
SoSRMInvkPeek,0.0
MixedSRMInvkCopy,0.0
SiSRMInvkAdd,0.0
SiSRMInvkUpdate,0.0
SiPfxUpdate,0.0
SoSRMInvkList,0.0
WebNR,0.0
LogNR,0.0
SiSRMInvkExec,0.0
SiSRMInvkLog,0.0
SiSRMInvkPrint,0.0
SiSRMInvkEval,0.0
SiSRMInvkWarn,0.0
SiSRMInvkFatal,0.0
SiSRMInvkError,0.0
SiSRMInvkInfo,0.0
SiSRMInvkInsert,0.0
SiSRMInvkPush,0.0
SiSRMInvkFormat,0.0
SiSRMInvkOffer,0.0
XmlRtnNR,0.0
GuiNR,0.0
GuiParamNR,0.0
ParamDfSRM,0.0
GuiRtnNR,0.0
SiSRMInvkSevere,0.0
XmlParamNR,0.0
XmlNR,0.0
SiSRMInvkFine,0.0
FileNR,0.0
SiSRMInvkDebug,0.0
GeneralNR,0.0
SiSRMInvkSet,-1.2011140343021198e-06
GeneralRtnNR,-1.261260788615326e-06
SiPfxWrite,-1.4405049007099047e-06
SiSRMInvkSend,-0.0006159965316704305
SoPfxParse,-0.0008483591954673297
SiPfxSend,-0.0016002960516765252
SoSRMInvkRead,-0.0023279335415240104
MixedPfxTyp,-0.004509200292492403
IsConcreteCls,-0.004579296739139892
ClsNmCtnDb,-0.007106249559529237
SRMDfRet,-0.009290369205751686
SoSRMInvkPoll,-0.011496761920774624
MtdNm,-0.011682062574565777
SiSRMInvkTrace,-0.013650864738223911
SiSRMInvkRun,-0.02629353549050298
SiPfxTyp,-0.028326729630101702
SoPfxTyp,-0.036270901193050625
SRMDfThis,-0.06606695903444722
SoPfxRead,-0.07336878693034875
ParamDfThis,-0.11126072211639484
