Feature,SHAP Value
SRMDfRet,0.06969323450993906
IsAbstractCls,0.019300309750363658
SoPfxTyp,0.01096195609854033
ClsNmCtnLog,0.005122161018699962
SiSRMInvkWrite,0.004140039687893053
GeneralParamNR,0.004084502148693811
ClsNmCtnFile,0.003876059710369119
ParamDfThis,0.0034210435153112784
SiSRMInvkWarn,0.003374844459337528
IsInterface,0.003337874989654155
SoSRMInvkGet,0.0030102182977241876
SoSRMInvkRead,0.0028543166277168186
SiPfxTyp,0.0019462884286418486
PrimitiveParam,0.001788184573366186
ParamTypCtnByte[],0.001335473539784332
SiPfxUpdate,0.0012789035089635983
IsConcreteCls,0.001067980009680683
DbRtnNR,0.0010028601165273376
ParamTypCtnStr[],0.0006133538373928882
ClsNmCtnGeneral,0.00040010098230568863
ClsNmCtnGui,0.000336710569728442
SiPfxLog,0.0003326066596377811
FileRtnNR,1.4769185645038818e-05
SoPfxRead,5.2848318321252474e-06
SoPfxParse,4.323386297910847e-06
SoPfxGet,3.2418581750182085e-06
MixedSRMInvkMove,0.0
MixedSRMInvkCopy,0.0
MixedPfxDo,0.0
SoPfxFind,0.0
SiPfxSend,0.0
MixedPfxMove,0.0
SiPfxAdd,0.0
SiPfxEval,0.0
SoSRMInvkRemove,0.0
SoSRMInvkParse,0.0
SiPfxPrint,0.0
SoSRMInvkPeek,0.0
SoSRMInvkPoll,0.0
SiPfxRun,0.0
SoPfxRemove,0.0
XmlNR,0.0
tag,0.0
ConcreteMtd,0.0
ParamDfSRM,0.0
GuiRtnNR,0.0
WebNR,0.0
SiSRMInvkRun,0.0
SiSRMInvkSave,0.0
SoSRMInvkRetrieve,0.0
SoSRMInvkElement,0.0
SoSRMInvkPull,0.0
SoSRMInvkAs,0.0
SiSRMInvkSet,0.0
MixedSRMInvkDo,0.0
SiSRMInvkUpdate,0.0
SiSRMInvkAdd,0.0
SiPfxSave,0.0
SoSRMInvkList,0.0
WebRtnNR,0.0
SiSRMInvkExec,0.0
SiSRMInvkInsert,0.0
SiSRMInvkPush,0.0
SiSRMInvkPrint,0.0
SiSRMInvkSend,0.0
SiSRMInvkInfo,0.0
SiSRMInvkOffer,0.0
SiSRMInvkError,0.0
SiSRMInvkFatal,0.0
SiSRMInvkSevere,0.0
SiSRMInvkTrace,0.0
SiSRMInvkFormat,0.0
SiSRMInvkEval,0.0
SRMDfParam,0.0
GuiParamNR,0.0
ParamTypCtnChar[],0.0
GuiNR,0.0
SiSRMInvkDebug,0.0
GeneralNR,0.0
DbNR,0.0
LogRtnNR,0.0
LogNR,0.0
LogParamNR,0.0
FileNR,0.0
FileParamNR,0.0
SiSRMInvkFine,0.0
XmlRtnNR,0.0
GeneralRtnNR,-5.410083382811903e-07
SiSRMInvkConfig,-6.5038473225143e-05
SiPfxSet,-0.00041655692075852346
ClsNmCtnXml,-0.0010935609136993596
MixedPfxTyp,-0.0011271466826219406
SiPfxWrite,-0.0018400014509224183
MixedPfxCopy,-0.0019119240173789964
DbParamNR,-0.003712542364010793
SRMDfThis,-0.00429063108567157
SiPfxExec,-0.004578945408803742
SoSRMInvkFind,-0.006753641254885048
MtdNm,-0.011934574348121264
SiSRMInvkLog,-0.013474458435528289
ClsNmCtnWeb,-0.020377124778861617
ClsNmCtnDb,-0.03298233190710517
ParamTypCtnStr,-0.038428207165220316
WebParamNR,-0.07295667993746424
XmlParamNR,-0.1172492933602894
