Feature,SHAP Value,Source
ParamDfSiMtdStream,0.0009026635443212,2
MtdLogInvkd,0.000731087186708,2
MtdModFINAL,0.0005291836057585,2
MtdFrmClsSqlInvkd,0.0005182183195549,2
ClsNmCtnManager,0.0003450553099135,2
MtdNmCtnStream,0.0003444341308225,2
ParamDfSiMtdUpdat,0.0003339036425262,2
MtdNmCtnHandl,0.0002907151038101,2
ClsNmCtnInput,0.0002220593480992,2
ParamDfSiMtdPars,3.485870694656482e-05,2
ParamTypCtnDb,3.1888611821804615e-05,2
MtdNmCtnRedirect,0.0,2
MtdupdatInvkd,0.0,2
ImplicitMtd,0.0,2
ClsAnonymous,0.0,2
ParamTypCtnWeb,0.0,2
MtdNmCtnDump,0.0,2
ParamDfSiMtdPrint,0.0,2
MtdDumpInvkd,0.0,2
ParamDfSiMtdDump,0.0,2
ClsNmCtnRedirect,0.0,2
MtdNmCtnSetheader,0.0,2
sink,0.0,2
MtdFrmClsLogInvkd,0.0,2
MtdConstructor,0.0,2
InnerCls,0.0,2
ClsNmCtnHtml,0.0,2
ClsSTATIC,0.0,2
ClsNmEndsRender,0.0,2
ParamDfSiMtdRun,0.0,2
MtdStrtOn,0.0,2
MtdRunInvkd,0.0,2
MtdNmStrtSet,0.0,2
MtdNmCtnSend,-7.672167963712617e-07,2
ParamDfSiMtdWrit,-0.0001666295347369,2
ClsNmCtnNet,-0.0002215878092145,2
ParamTypCtnSql,-0.0002564099993021,2
MtdModPRIVATE,-0.000294570740114,2
MtdsendInvkd,-0.0003669502974558,2
ClsPUBLIC,-0.0008057068085847,2
MtdNmCtnWrit,-0.0010437288916116,2
MtdParsInvkd,-0.0011083279523403,2
MtdFrmClswebInvkd,-0.0011105439881184,2
ParamDfSiMtdPut,-0.0011704763334348,2
ParamDfSiMtdSend,-0.0016644405693479,2
MtdputInvkd,-0.0019553485253899,2
MtdReplacInvkd,-0.002057311639922,2
MtdNmCtnPrint,-0.0022328094747829,2
ClsNmEndsReq,-0.0030210132767387,2
ClsNmCtnResponse,-0.0030777184028946,2
RtnTypResultSet,-0.0033404943621774,2
ParamTypCtnCharsequence,-0.0038810595673286,2
MtdModPUBLIC,-0.0042032990227315,2
ParamDfSiMtdExecut,-0.0043352140939495,2
ParamTypCtnIo,-0.0045266957126814,2
MtdExecutInvkd,-0.0049937883267148,2
MtdNmCtnExecut,-0.0051813747199977,2
MtdNmCtnUpdat,-0.0052678993683045,2
MtdNmCtnRun,-0.0055262459574768,2
MtdNmCtnReplac,-0.0058505679673256,2
MtdFrmClsDbInvkd,-0.0065644798132161,2
ClsNmCtnIo,-0.0065988320733426,2
ClsNmCtnSql,-0.0117442273011178,2
ClsFINAL,-0.0126743766516493,2
MtdNmCtnLog,-0.0142623461563197,2
ParamDfSiMtdSet,-0.0160427845048343,2
ParamDfSiMtdLog,-0.0253878935595657,2
MtdModSTATIC,-0.0549175336152905,2
MtdCtnParams,-0.0627127821317914,2
ParamTypCtnStr,-0.0671423265394762,2
ParamTypCtnSql,0.1322246320334228,3
ParamTypCtnStr,0.1186829172526213,3
MtdWritInvkd,0.0956056260768477,3
MtdSetInvkd,0.0368249686178389,3
ClsFINAL,0.032816077980205,3
MtdCtnParams,0.0277229269536326,3
MtdNmCtnPrint,0.0171673820353937,3
MtdFrmClsDbInvkd,0.0147994713047788,3
ClsNmCtnJdbc,0.0137922766339611,3
ParamDfSiMtdWrit,0.0121950749536103,3
MtdFrmClsIoInvkd,0.0117601469411268,3
MtdModPUBLIC,0.010135485238802,3
MtdNmCtnWrit,0.0095894648681674,3
ClsNmCtnSecurity,0.0056650325606909,3
ParamTypCtnByte[],0.003771027701944,3
ParamTypCtnStringbuilder,0.0033871321869235,3
MtdFrmClsNetInvkd,0.0033032075814189,3
ClsNmCtnNet,0.0030430396645646,3
ClsNmCtnWeb,0.0028262164051796,3
ParamDfSiMtdPut,0.0027588572916684,3
MtdModFINAL,0.0025222373464127,3
MtdNmCtnUpdat,0.0015861134004318,3
MtdFrmClswebInvkd,0.0015559911132574,3
MtdLoneGetterOrSetter,0.0014957348814231,3
ClsNmCtnManager,0.0014150050750832,3
MtdNmCtnPars,0.0013653648849064,3
ParamDfSiMtdStream,0.0012809522579193,3
ParamTypCtnDb,0.0010432853016067,3
MtdLogInvkd,0.0010262603350461,3
MtdReplacInvkd,0.0008860007792104,3
MtdHandlInvkd,0.0008812938193358,3
ClsNmEndsReq,0.0006278706412621,3
ClsPUBLIC,0.0004654583912545,3
ParamDfSiMtdPars,0.0003767243680497,3
MtdParsInvkd,0.0002391825836163,3
ParamTypCtnChar[],0.0001778683968542,3
ParamDfSiMtdHandl,7.856332555261636e-06,3
ParamDfSiMtdUpdat,6.954100765417989e-07,3
sink,0.0,3
MtdPrintInvkd,0.0,3
InnerCls,0.0,3
ClsNmEndsRender,0.0,3
ClsNmCtnRedirect,0.0,3
ParamDfSiMtdDump,0.0,3
MtdDumpInvkd,0.0,3
MtdNmCtnSetheader,0.0,3
MtdFrmClsLogInvkd,0.0,3
ClsSTATIC,0.0,3
ClsAnonymous,0.0,3
ParamDfSiMtdRun,0.0,3
ParamTypCtnWeb,0.0,3
MtdRunInvkd,0.0,3
MtdNmStrtSet,0.0,3
MtdNmCtnDump,0.0,3
MtdStrtOn,0.0,3
MtdupdatInvkd,0.0,3
ParamDfSiMtdPrint,0.0,3
MtdNmCtnRedirect,0.0,3
ClsNmCtnHtml,0.0,3
MtdConstructor,0.0,3
ImplicitMtd,0.0,3
ClsNmCtnInput,-2.319324253115725e-07,3
MtdNmCtnHandl,-7.980610363310843e-05,3
MtdNmCtnSend,-0.0002762837999768,3
MtdsendInvkd,-0.0010659492867966,3
RtnTypResultSet,-0.0015136915104195,3
MtdModPRIVATE,-0.0016069585685567,3
MtdExecutInvkd,-0.0020538271690891,3
ParamTypCtnCharsequence,-0.0024291463583258,3
ParamDfSiMtdSend,-0.0028989902427264,3
ClsNmCtnResponse,-0.0030093555507092,3
MtdNmCtnLog,-0.0031359180497454,3
ParamTypCtnIo,-0.0037613043390609,3
MtdFrmClsSqlInvkd,-0.0038123594996314,3
MtdNmCtnRun,-0.0043996137284487,3
MtdNmCtnReplac,-0.0065222065339842,3
MtdNmCtnStream,-0.0065857214247082,3
ParamDfSiMtdExecut,-0.0068363497206023,3
MtdNmCtnExecut,-0.006855848669157,3
MtdputInvkd,-0.0068986059193049,3
ParamDfSiMtdSet,-0.0108682556380054,3
ParamDfSiMtdLog,-0.0208902980953235,3
ClsNmCtnSql,-0.0222239278417725,3
ClsNmCtnIo,-0.022499049129628,3
MtdModSTATIC,-0.1073378599737784,3
ClsNmEndsReq,0.1043430585255956,4
ClsNmCtnJdbc,0.0235177872434608,4
ClsFINAL,0.0210788343404426,4
MtdModPUBLIC,0.0098126796078442,4
MtdSetInvkd,0.0094941643443744,4
MtdWritInvkd,0.0063993397072692,4
ClsNmCtnWeb,0.0052006708375774,4
MtdHandlInvkd,0.0036433880421971,4
MtdNmCtnPars,0.0033266782386074,4
ClsNmCtnSecurity,0.0030004137044847,4
ParamTypCtnByte[],0.0029061194826923,4
MtdLoneGetterOrSetter,0.0028839211848001,4
ParamTypCtnStringbuilder,0.0025214403924244,4
ParamTypCtnIo,0.0022649913706029,4
ClsPUBLIC,0.0020599433767258,4
MtdModFINAL,0.0019080128504791,4
ClsNmCtnInput,0.0017929942599169,4
MtdFrmClsNetInvkd,0.0015921080457078,4
ParamDfSiMtdWrit,0.0015653317472001,4
ParamDfSiMtdStream,0.0008562074991419,4
MtdFrmClswebInvkd,0.0008270606321019,4
ClsNmCtnNet,0.0005736371075185,4
MtdFrmClsIoInvkd,0.0005388617473114,4
MtdFrmClsSqlInvkd,0.0004327014371355,4
MtdFrmClsLogInvkd,0.0002145197117412,4
ParamDfSiMtdHandl,0.0001527708924242,4
MtdParsInvkd,0.0001400203096034,4
ParamTypCtnDb,0.0001261438140939,4
ClsNmCtnManager,9.607311707460207e-05,4
ParamDfSiMtdSend,1.4527164624763185e-06,4
ParamDfSiMtdDump,0.0,4
MtdNmCtnSetheader,0.0,4
ClsNmCtnRedirect,0.0,4
MtdNmCtnDump,0.0,4
MtdNmCtnRedirect,0.0,4
MtdConstructor,0.0,4
MtdupdatInvkd,0.0,4
sink,0.0,4
InnerCls,0.0,4
ClsNmCtnHtml,0.0,4
ImplicitMtd,0.0,4
ClsNmEndsRender,0.0,4
MtdRunInvkd,0.0,4
ClsAnonymous,0.0,4
ClsSTATIC,0.0,4
ParamTypCtnWeb,0.0,4
MtdStrtOn,0.0,4
ParamDfSiMtdPrint,0.0,4
MtdNmStrtSet,0.0,4
RtnTypResultSet,-1.3016815197451162e-05,4
ParamTypCtnChar[],-5.560815282877144e-05,4
MtdPrintInvkd,-0.0002409636628651,4
MtdsendInvkd,-0.0002762838286929,4
ParamTypCtnSql,-0.0009554304585788,4
ParamDfSiMtdRun,-0.0011105439881184,4
