Feature,SHAP Value
MtdNmCtnStream,0.004584075807214619
MtdModPRIVATE,0.0031157377367241174
MtdLoneGetterOrSetter,0.0024790541596621737
ClsNmCtnManager,0.0019755739199661068
ClsNmCtnSecurity,0.0018371141473416952
ParamTypCtnStringbuilder,0.0015410832475407782
ClsFINAL,0.0014782015032951444
MtdFrmClsLogInvkd,0.001464943849123888
MtdFrmClsDbInvkd,0.0014365615106837742
MtdNmCtnPars,0.001398244379927565
MtdModPUBLIC,0.0013684126667199436
MtdHandlInvkd,0.0011980602259900515
MtdFrmClswebInvkd,0.0006485734469285827
MtdModFINAL,0.0005299815042669048
ClsNmCtnInput,0.00034252334690306266
MtdNmCtnHandl,0.0002998683057434809
ClsNmCtnWeb,0.00028258408450595784
ParamTypCtnByte[],0.00011365986885465695
ParamTypCtnDb,7.265837571670171e-05
ParamDfSiMtdHandl,6.451443882960391e-05
MtdLogInvkd,3.102117506407579e-05
ParamDfSiMtdPars,1.7990796588272333e-05
InnerCls,0.0
MtdConstructor,0.0
MtdupdatInvkd,0.0
ClsNmCtnHtml,0.0
MtdRunInvkd,0.0
MtdNmStrtSet,0.0
ImplicitMtd,0.0
MtdNmCtnDump,0.0
ParamDfSiMtdPrint,0.0
ClsAnonymous,0.0
ClsNmCtnRedirect,0.0
MtdDumpInvkd,0.0
ParamDfSiMtdDump,0.0
MtdNmCtnSetheader,0.0
ParamTypCtnWeb,0.0
MtdNmCtnRedirect,0.0
ParamDfSiMtdRun,0.0
sink,0.0
ClsSTATIC,0.0
MtdStrtOn,0.0
ClsNmEndsRender,0.0
MtdsendInvkd,-4.273336393796623e-05
MtdCtnParams,-0.0001060092957359179
ParamTypCtnChar[],-0.00016664809863339153
ParamDfSiMtdUpdat,-0.0005962774572122418
ParamTypCtnSql,-0.000896886036476488
ClsNmCtnNet,-0.0009983615051726402
ClsPUBLIC,-0.001016764240195054
MtdputInvkd,-0.0010220664928589814
ParamDfSiMtdSend,-0.001085924443882604
MtdParsInvkd,-0.0013649017876742099
MtdReplacInvkd,-0.001715987925492141
MtdFrmClsNetInvkd,-0.0017827181982945986
MtdNmCtnRun,-0.0017831698710321087
ClsNmCtnJdbc,-0.001788799078057103
ParamDfSiMtdStream,-0.002358708475576366
ClsNmCtnResponse,-0.002370734795540221
ParamDfSiMtdWrit,-0.002386327559964071
MtdNmCtnSend,-0.002938580837469479
RtnTypResultSet,-0.0031789667113132545
ParamDfSiMtdPut,-0.0032351122313460704
MtdNmCtnPrint,-0.003386960612403137
MtdFrmClsSqlInvkd,-0.0034571613823424093
ParamTypCtnCharsequence,-0.0034681616207434124
MtdPrintInvkd,-0.004195788613047774
ParamTypCtnIo,-0.004276101619282495
MtdNmCtnUpdat,-0.004433102356436226
ClsNmEndsReq,-0.004720097764362539
MtdExecutInvkd,-0.004781379910204
ParamDfSiMtdExecut,-0.006555666490803631
MtdNmCtnReplac,-0.008940675856556939
ClsNmCtnSql,-0.009939197467785382
MtdNmCtnWrit,-0.011563930415179308
MtdNmCtnExecut,-0.011774444709160843
ClsNmCtnIo,-0.019865267020273112
ParamDfSiMtdSet,-0.025245482775424644
ParamDfSiMtdLog,-0.026224739472351006
MtdNmCtnLog,-0.03112723580204904
MtdFrmClsIoInvkd,-0.03129208651676437
MtdWritInvkd,-0.038572909919244704
ParamTypCtnStr,-0.055266706600248044
MtdSetInvkd,-0.06572386547047049
MtdModSTATIC,-0.09291802763053604
