Feature,SHAP Value
MtdHandlInvkd,0.005012521270185889
MtdLoneGetterOrSetter,0.00494163184734799
ClsNmCtnJdbc,0.003222561062887435
MtdFrmClsIoInvkd,0.0030427821063805914
ClsNmCtnNet,0.0028537639538133083
ClsNmCtnWeb,0.0027152563790927265
ClsFINAL,0.002583381050786158
MtdFrmClsDbInvkd,0.002495754199149646
MtdWritInvkd,0.00247653824870267
ParamTypCtnChar[],0.002220006413668929
MtdNmCtnStream,0.0019143836944214333
ParamDfSiMtdWrit,0.0018877316591667155
ClsPUBLIC,0.0016769357400608052
ParamTypCtnStringbuilder,0.0012521394392061662
MtdModFINAL,0.0012146676182630222
ClsNmCtnSecurity,0.0008895147380109566
MtdLogInvkd,0.0008054863498591821
ParamTypCtnByte[],0.000644528564190186
MtdModSTATIC,0.0005071415976648346
MtdupdatInvkd,0.00033472032932652107
ParamDfSiMtdDump,0.0002145197117412271
MtdPrintInvkd,0.0002145197117412271
ParamDfSiMtdUpdat,0.0002145197117412271
ClsNmCtnInput,0.00012621866437934637
MtdParsInvkd,9.082691257276491e-05
MtdFrmClswebInvkd,4.559576361540021e-05
ParamTypCtnDb,1.390432953690679e-06
ClsNmCtnHtml,0.0
MtdConstructor,0.0
MtdDumpInvkd,0.0
MtdNmCtnSetheader,0.0
ClsNmCtnRedirect,0.0
ImplicitMtd,0.0
ClsNmEndsRender,0.0
MtdNmCtnRedirect,0.0
MtdRunInvkd,0.0
MtdNmStrtSet,0.0
InnerCls,0.0
ParamDfSiMtdPrint,0.0
ClsAnonymous,0.0
ClsSTATIC,0.0
ParamTypCtnWeb,0.0
MtdNmCtnDump,0.0
ParamDfSiMtdRun,0.0
sink,0.0
MtdStrtOn,0.0
ParamDfSiMtdSend,-6.588743291393214e-06
MtdNmCtnSend,-3.5677766185474025e-05
MtdNmCtnPars,-0.00010293696335005621
MtdFrmClsSqlInvkd,-0.0006193351243675935
MtdModPRIVATE,-0.0006792517529737724
ParamDfSiMtdStream,-0.0006928086799173802
MtdputInvkd,-0.0009260382427557409
MtdNmCtnHandl,-0.0009317543526620407
ParamDfSiMtdPars,-0.0010504675104115273
ParamDfSiMtdHandl,-0.0011266978502532388
ParamTypCtnIo,-0.0013182266039153355
MtdsendInvkd,-0.0015159860957930417
RtnTypResultSet,-0.0016773437334999624
ParamTypCtnSql,-0.002141010627537331
MtdNmCtnPrint,-0.002178049225265289
MtdNmCtnUpdat,-0.002427275379726287
ParamDfSiMtdPut,-0.0029533809099790928
MtdFrmClsLogInvkd,-0.0034160587417021624
MtdFrmClsNetInvkd,-0.0035790828954612836
ClsNmCtnManager,-0.003579373849934448
ParamTypCtnCharsequence,-0.003643024321011832
MtdNmCtnWrit,-0.004172768854081257
MtdNmCtnRun,-0.004538606621611457
MtdReplacInvkd,-0.004662772995651043
ParamDfSiMtdExecut,-0.00534306662934905
MtdExecutInvkd,-0.005364105146986102
MtdModPUBLIC,-0.0057551559869333385
ClsNmCtnResponse,-0.005847493786028443
MtdNmCtnExecut,-0.007417969319776623
ParamDfSiMtdSet,-0.01141018337140172
ClsNmCtnSql,-0.01257767907912729
MtdNmCtnReplac,-0.014612248295667174
MtdSetInvkd,-0.015276064799849687
ClsNmEndsReq,-0.016006913145205918
ParamDfSiMtdLog,-0.024721812058442347
MtdNmCtnLog,-0.028485741102902234
ClsNmCtnIo,-0.03906342380399997
MtdCtnParams,-0.0737839079484242
ParamTypCtnStr,-0.13099578193664954
