Feature,SHAP Value
MtdPrintInvkd,0.10860359041303076
MtdFrmClsIoInvkd,0.05572501208173699
MtdSetInvkd,0.00542795730805382
MtdNmCtnPars,0.005271414394140079
ClsNmCtnJdbc,0.004899151246490018
MtdWritInvkd,0.003702072128061717
ClsNmCtnWeb,0.003409669324836037
MtdLoneGetterOrSetter,0.0033693144039061984
ParamTypCtnStringbuilder,0.002498575374649851
ParamTypCtnChar[],0.0021682089586545147
ClsNmCtnSecurity,0.002080697026265723
MtdFrmClsNetInvkd,0.0018611861887442571
ParamTypCtnByte[],0.0013052156128183594
MtdHandlInvkd,0.0010567937693007623
ParamDfSiMtdHandl,0.0009709858463482676
ParamDfSiMtdStream,0.0009026635443212851
MtdLogInvkd,0.000731087186708094
MtdModFINAL,0.0005291836057585338
MtdFrmClsSqlInvkd,0.0005182183195549991
ClsNmCtnManager,0.00034505530991353617
MtdNmCtnStream,0.0003444341308225657
ParamDfSiMtdUpdat,0.00033390364252625093
MtdNmCtnHandl,0.0002907151038101287
ClsNmCtnInput,0.0002220593480992683
ParamDfSiMtdPars,3.485870694656482e-05
ParamTypCtnDb,3.1888611821804615e-05
MtdNmCtnRedirect,0.0
MtdupdatInvkd,0.0
ImplicitMtd,0.0
ClsAnonymous,0.0
ParamTypCtnWeb,0.0
MtdNmCtnDump,0.0
ParamDfSiMtdPrint,0.0
MtdDumpInvkd,0.0
ParamDfSiMtdDump,0.0
ClsNmCtnRedirect,0.0
MtdNmCtnSetheader,0.0
sink,0.0
MtdFrmClsLogInvkd,0.0
MtdConstructor,0.0
InnerCls,0.0
ClsNmCtnHtml,0.0
ClsSTATIC,0.0
ClsNmEndsRender,0.0
ParamDfSiMtdRun,0.0
MtdStrtOn,0.0
MtdRunInvkd,0.0
MtdNmStrtSet,0.0
MtdNmCtnSend,-7.672167963712617e-07
ParamDfSiMtdWrit,-0.00016662953473691364
ClsNmCtnNet,-0.0002215878092145379
ParamTypCtnSql,-0.00025640999930216096
MtdModPRIVATE,-0.0002945707401140936
MtdsendInvkd,-0.00036695029745587027
ClsPUBLIC,-0.0008057068085847394
MtdNmCtnWrit,-0.00104372889161163
MtdParsInvkd,-0.0011083279523403562
MtdFrmClswebInvkd,-0.0011105439881184491
ParamDfSiMtdPut,-0.001170476333434876
ParamDfSiMtdSend,-0.0016644405693479192
MtdputInvkd,-0.0019553485253899863
MtdReplacInvkd,-0.002057311639922043
MtdNmCtnPrint,-0.002232809474782919
ClsNmEndsReq,-0.0030210132767387785
ClsNmCtnResponse,-0.0030777184028946227
RtnTypResultSet,-0.003340494362177463
ParamTypCtnCharsequence,-0.003881059567328623
MtdModPUBLIC,-0.004203299022731542
ParamDfSiMtdExecut,-0.004335214093949526
ParamTypCtnIo,-0.004526695712681425
MtdExecutInvkd,-0.0049937883267148625
MtdNmCtnExecut,-0.005181374719997707
MtdNmCtnUpdat,-0.005267899368304514
MtdNmCtnRun,-0.005526245957476801
MtdNmCtnReplac,-0.005850567967325697
MtdFrmClsDbInvkd,-0.0065644798132161175
ClsNmCtnIo,-0.0065988320733426364
ClsNmCtnSql,-0.011744227301117807
ClsFINAL,-0.012674376651649381
MtdNmCtnLog,-0.014262346156319725
ParamDfSiMtdSet,-0.016042784504834397
ParamDfSiMtdLog,-0.025387893559565777
MtdModSTATIC,-0.054917533615290594
MtdCtnParams,-0.06271278213179149
ParamTypCtnStr,-0.06714232653947623
