Feature,LocalShapValAgg
readInputPrefixFeature,0.0013068124550708754
getInputPrefixFeature,0.15189522080929188
findInputPrefixFeature,0.01313687091644634
removeInputPrefixFeature,0.0025747956485726795
parseInputPrefixFeature,0.0
copyMixedPrefixFeature,0.0020306265210037456
moveMixedPrefixFeature,0.0
doMixedPrefixFeature,0.0013728381099491229
writeTargetPrefixFeature,0.01473990459530598
setTargetPrefixFeature,0.004181058440827169
addTargetPrefixFeature,0.0023496985217159897
updateTargetPrefixFeature,0.0
saveTargetPrefixFeature,0.0015161672128033714
runTargetPrefixFeature,0.0
execTargetPrefixFeature,0.0
sendTargetPrefixFeature,0.0
logTargetPrefixFeature,0.0
printTargetPrefixFeature,0.0
evalTargetPrefixFeature,0.0
readInputNRMInvokes,0.001508815523546706
getInputNRMInvokes,0.0036422385081650147
findInputNRMInvokes,0.0
removeInputNRMInvokes,0.0
parseInputNRMInvokes,0.0
listInputNRMInvokes,0.0
peekInputNRMInvokes,0.0
pollInputNRMInvokes,0.0
retrieveInputNRMInvokes,0.0
asInputNRMInvokes,0.0
pullInputNRMInvokes,0.0
elementInputNRMInvokes,0.0
copyMixedNRMInvokes,0.0
moveMixedNRMInvokes,0.0
doMixedNRMInvokes,0.0
writeTargetNRMInvokes,0.0017447782336673563
setTargetNRMInvokes,0.0021363752275461254
addTargetNRMInvokes,0.0
updateTargetNRMInvokes,0.0
saveTargetNRMInvokes,0.0
runTargetNRMInvokes,0.0
execTargetNRMInvokes,0.0
sendTargetNRMInvokes,0.0
logTargetNRMInvokes,0.0
printTargetNRMInvokes,0.0
evalTargetNRMInvokes,0.0013386087033419064
pushTargetNRMInvokes,0.0
insertTargetNRMInvokes,0.0
formatTargetNRMInvokes,0.0
offerTargetNRMInvokes,0.0
fatalTargetNRMInvokes,0.0
errorTargetNRMInvokes,0.0
infoTargetNRMInvokes,0.0
traceTargetNRMInvokes,0.0
warnTargetNRMInvokes,0.0
severeTargetNRMInvokes,0.0
fineTargetNRMInvokes,0.0
configTargetNRMInvokes,0.0
debugTargetNRMInvokes,0.0
generalNRCategoryFeature,0.0
generalParamNRCategoryFeature,0.02898195964401128
generalReturnNRCategoryFeature,0.003239536521181106
fileNRCategoryFeature,0.0
fileParamNRCategoryFeature,0.023776850844306717
fileReturnNRCategoryFeature,0.014449702884546351
logNRCategoryFeature,0.0
logParamNRCategoryFeature,0.00908221354924013
logReturnNRCategoryFeature,0.006847342108565646
webNRCategoryFeature,0.0
webParamNRCategoryFeature,0.05024529072350813
webReturnNRCategoryFeature,0.0077642142949805835
dbNRCategoryFeature,0.0
dbParamNRCategoryFeature,0.055623705858050564
dbReturnNRCategoryFeature,0.0
xmlNRCategoryFeature,0.0
xmlParamNRCategoryFeature,0.004415243724426618
xmlReturnNRCategoryFeature,0.0
guiNRCategoryFeature,0.0
guiParamNRCategoryFeature,0.004457594652065236
guiReturnNRCategoryFeature,0.0
StringParam,0.030471720917357184
String[]Param,0.028118416391555084
Byte[]Param,0.023466245612120625
Char[]Param,0.016875265566719862
primitiveParam,0.005966177656815104
DFfromNRMtoThis,0.00445936321349903
DFfromNRMtoRet,0.05715595285793842
DFfromParamToNRM,0.0
DFfromParamToThis,0.00347060525059202
DFfromNRMtoParam,0.0
concreteMethod,0.0
isInterface,0.0
isAbstractClass,0.0025542772871652176
isConcreteClass,0.002382019123567418
inputPrefixType,0.01751182300948736
targetPrefixTye,0.015817334827572624
mixedPrefixType,0.001472022068393074
generalClassNamePatternCat,0.0013949439934855317
fileClassNamePatternCat,0.0016439345843204368
logClassNamePatternCat,0.001292975410065253
webClassNamePatternCat,0.0
xmlClassNamePatternCat,0.0014858814637885214
guiClassNamePatternCat,0.0
dbClassNamePatternCat,0.00213346639613964
