row,dataset_row,base_value,prediction,ClsNmCtnWeb,ClsNmCtnInput,ClsNmEndsReq,ClsNmEndsRender,InnerCls,RtnTypServlet,ClsNmEndsEncoder,MtdNmStrtSet,ParamTypEqRtnTyp,ImplicitMtd,ClsNmCtnPage,ClsNmCtnHtml,MtdStrtOn,ClsAnonymous,RtnTypString,ClsNmCtnHibernate,ClsNmCtnDom,MtdFrmClsWebInvkd,RtnTypDocument,RtnTypNode,RtnTypRequest,ParamTypCtnStr,ClsNmCtnCss,MtdCtnParams,MtdNmCtnSaniti,MtdNmCtnSetheader
0,8109,0.011374834902862837,0.001619371377602867,-0.0014672389349178465,2.0081069471394582e-05,-0.0003738185956704431,0.0,7.738815841598812e-05,-4.2417441371132457e-05,-0.00013940301381865593,0.0,0.0003272827685995826,0.0001407662225968129,0.0,5.814966135792021e-05,0.0,1.2525851948982277e-05,-0.0008575752882504393,0.0,0.00012686138624244767,-0.00018582316069970097,0.0,-0.00014753099520668463,0.0,-0.0011444690737550498,0.0,-0.0047991150661137755,-0.0013611270740893702,0.0
1,5710,0.011374834902862837,0.001619371377602867,-0.0014814642062319396,2.4996787179047053e-05,-0.00036642372060690585,0.0,6.115855453366774e-05,-4.2631061586589e-05,-0.0001352169451773101,0.0,0.0003236377608632569,0.00013553304719902406,0.0,4.7219580727631866e-05,0.0,1.401028464839721e-05,-0.0008489379772266938,0.0,0.00012792905153271377,-0.00018222053634507727,0.0,-0.00013522104872325615,0.0,-0.0011436689411884493,0.0,-0.004801218370451965,-0.0013529457844055227,0.0
2,3146,0.011374834902862837,0.001619371377602867,-0.001470552152881313,2.5679154160561255e-05,-0.0003716471502170951,0.0,6.72414496355226e-05,-4.586623650525134e-05,-0.00013614199981385952,0.0,0.0003249722516116422,0.000138786162695641,0.0,5.3103134095295106e-05,0.0,1.6817531481438858e-05,-0.0008660059514860466,0.0,0.00013019232783460422,-0.00018029459787550554,0.0,-0.00013129940711251523,0.0,-0.0011501755612282442,0.0,-0.004797475821239172,-0.0013627966584156721,0.0
3,8746,0.011374834902862837,0.001619371377602867,-0.001478760893464198,2.057869940979232e-05,-0.0003670477963953329,0.0,6.160819047585563e-05,-4.4777589006050444e-05,-0.00013460963430990652,0.0,0.00031581841563299345,0.0001434232122643048,0.0,6.27387615941083e-05,0.0,0.0,-0.0008472700041102863,0.0,0.0001265084424967555,-0.00017913932677328614,0.0,-0.00014006678631744998,0.0,-0.0011474387902227158,0.0,-0.004797699174039084,-0.0013493292524954688,0.0
4,7367,0.011374834902862837,0.0008202660239644034,-0.0012688647788725474,0.0,-0.000377536759337183,0.0,-0.0026292116909826507,-6.755812689692063e-05,-0.00012140922838847888,0.0,0.0003150864595691024,-0.005477285899190243,0.0,4.0600997604842075e-05,0.0,0.0,-0.0009636103318173825,0.0,0.0001463976572933707,-0.00018776024279984905,0.0,-9.505265281701094e-05,0.0,-0.0008604434374375328,0.0,0.002243638990571207,-0.001251559835397157,0.0
5,7203,0.011374834902862837,0.008154465492699476,-0.00227368132735652,4.5181207844840094e-05,-0.0006341749586142538,0.0,0.0001513649648821389,-0.00012162196722390991,-0.00020513120439822816,0.0,0.00048000424157432583,0.00031023327720710556,0.0,6.261424843941086e-05,0.0,3.203932997949373e-05,-0.001959258304383324,1.6740263745159812e-05,0.00023788864030047362,-0.00024900329658022113,0.0,-0.00024385417934189233,7.690294629285332e-06,-0.0015593661824871165,0.0,0.004205300390256056,-0.0015233348486361842,0.0
6,364,0.011374834902862837,0.001619371377602867,-0.0014824656299783766,1.9089109605167976e-05,-0.00036969618758745965,0.0,6.707718885544396e-05,-4.7260633312821854e-05,-0.0001453484813601909,0.0,0.0003293124396168644,0.00013518847376023886,0.0,5.28039663581816e-05,0.0,2.0533304992809286e-05,-0.0008567156174017887,0.0,0.00013703491311609583,-0.00017720683386102744,0.0,-0.00013919531226814138,0.0,-0.0011462886316911274,0.0,-0.004789075537906756,-0.0013632500561970816,0.0
7,4992,0.011374834902862837,0.008154465492699476,-0.002268297571741651,4.680767428457779e-05,-0.0006364282735693556,0.0,0.00015823126174915924,-0.00012941538261143672,-0.00019872793402599942,0.0,0.00047499685093413207,0.00031678271322985586,0.0,5.912260221519619e-05,0.0,2.9259416711386184e-05,-0.0019609716881064275,7.1327257780478544e-06,0.0002285108447639995,-0.00024085389994916846,0.0,-0.00024048956964052803,9.926331619431325e-06,-0.0015560663152097704,0.0,0.004205407848815781,-0.0015252970454105903,0.0
8,5598,0.011374834902862837,0.008154465492699475,-0.0022736162561868677,4.477903418076753e-05,-0.0006400940128800731,0.0,0.00015139239109108332,-0.00012826106944668108,-0.00019571587890035688,0.0,0.00047427524351696204,0.0003109896067777597,0.0,5.8442701163219025e-05,0.0,3.6343370835669925e-05,-0.001959023118258693,1.2190442397900499e-05,0.00023288636630440192,-0.0002404097771962622,0.0,-0.00024969899353348017,1.3099813436733518e-05,-0.001552379909305745,0.0,0.004208948632491775,-0.0015245179966514744,0.0
9,5815,0.011374834902862837,0.001619371377602867,-0.001475760168376341,2.0735130074132445e-05,-0.000366379938548064,0.0,7.596504052752283e-05,-4.1282505492259686e-05,-0.00014290092263228484,0.0,0.0003213228715942357,0.00013534432561970126,0.0,5.891173958995393e-05,0.0,0.0,-0.0008536599214164411,0.0,0.0001359208030405436,-0.0001845780998692215,0.0,-0.00013472610847082745,0.0,-0.0011392697914987847,0.0,-0.004804200856397965,-0.00136090512300387,0.0
