row,dataset_row,base_value,prediction,ClsNmCtnWeb,MtdModFINAL,ParamTypCtnSql,MtdNmCtnName,MtdNmCtnDecod,ClsNmCtnOutput,SoMtdRtnGet,SoMtdRtnRequest,MtdModPRIVATE,ClsNmCtnManager,MtdNmCtnUnescap,ClsFINAL,MtdCreatInvkd,SoMtdRtnLoad,ClsWebInvkd,ParamTypCtnDb,MtdCtnParams,ParamTypCtnStr,RtnTypConstant,MtdNmCtnCreat,MtdNmCtnPars,ClsNmCtnSecurity,MtdModSTATIC,ClsSqlInvkd,MtdNmCtnRequest,RtnTypByte[],ParamTypCtnWeb,MtdModPUBLIC,ParamTypCtn.io.,MtdDecodInvkd,MtdOutputInvkd,InnerCls,RtnTypServlet,MtdNmCtnReadNotThread,ClsDbInvkd,ClsSTATIC,MtdNmCtnRetriev,MtdGetInvkd,MtdNmStrtGet,MtdNmCtnStream,ImplicitMtd,Cls.io.Invkd,Cls.net.Invkd,SoMtdRtnCreate,ClsNmCtn.io.,MtdNmCtnObject,RtnTypCharSequence,MtdRequestInvkd,ClsNmCtnHtml,ClsAnonymous,ParamTypCtnChar[],RtnTypStr,SoMtdRtnUnescape,MtdUnescapInvkd,SoMtdRtnRead,RtnTypDocument,RtnTypNode,ClsNmCtn.net.,MtdReadInvkd,MtdConstructor,RtnTypRequest,MtdNmCtnLoadNotPayload,ParamTypCtnCharsequence,MtdLoadInvkd,ParamTypCtnByte[],SoMtdRtnDecode,ClsNmCtnSql,ClsPUBLIC
0,8109,0.6683649691680957,0.9521592945920868,0.0021534611949568547,-0.0036676907773355617,0.00029410906895324126,-0.001233949975281394,0.0,0.0019067341449303915,0.0,-0.0006379450647564486,0.0029598733935172687,0.0,0.0,0.0005674679555678517,0.0018389070271164114,0.0,0.00023355469419591394,0.0,0.15810218223037187,0.040152006803819,-0.0005791538038243753,0.001718033183342545,0.0028709673900634922,0.0012626233052693502,0.003171760288688094,0.0029468725299800673,0.0005901728371950508,0.0006108494974279806,0.0,-0.0011406522614900827,0.009603692931013251,0.0,0.0,-0.000709674920439253,0.0010712036753541194,-0.0005406559045611063,0.0029452767393690626,0.0,0.0,0.04461648615280455,0.0,-0.0007669249294579799,-0.001277229314781247,0.008926702374818003,0.0,0.0,0.0005187209463595444,0.0,0.0,0.0,0.0,0.0008690772959334932,0.000764312281405406,-0.007043931731153971,0.0,0.0,0.0,0.0,0.0008908167474589638,-0.0021615087256023286,0.0004051886418914332,0.0,0.0002946794481657848,-0.00035334460181395307,0.0017284264454236814,0.00038154398992043293,0.005047922619889036,0.0,0.0028560574022193294,0.001607304197067283
1,5710,0.6683649691680957,0.9744649016294034,0.0019300308311957543,-0.0019572856446366214,0.0004940049359339386,-0.00094358535525767,0.0,0.0021336920466120918,0.0,0.00012850831838935324,0.002699736276795642,0.0,0.0008884074926829521,0.0014655668510536323,0.0014745887991755074,0.0,0.0,0.0,0.16184140618758802,0.03103792521097641,0.0,0.0003531778330241539,0.0026333584056021163,0.0,0.0038628358632011948,0.001992524990740856,0.0,0.0010496034535382264,0.0,0.0,0.00836992263418495,0.0008200119815148027,0.0,0.0,0.0003858527998520139,0.0003333638557118715,0.0021044714825006992,0.0,0.0,0.036543758029381035,0.0,0.0,-0.0007955108260498413,0.012241490054676592,0.02018505798489697,0.0,0.00405690206220373,0.0,0.0,0.0,0.00015136114082918455,0.0001909708861133361,0.0014708151633413334,-0.0070563921029939474,0.0,0.0,0.0,0.0,0.0,-0.0016907747826417781,0.0013861667952130435,0.0,0.0,0.0,0.0015818400262961913,0.0003068907139975172,0.006164188764699549,0.0,0.0032340496409425453,0.0050309996600222395
2,3146,0.6683649691680957,0.9542684381547318,0.0016072281941917023,0.0009887956806359525,0.0,0.0,0.0,0.0014195144886358885,0.0,0.00023400886132057163,0.0018502350261647674,0.0,0.0,-0.0028654246522120236,0.001347258597867513,0.0,0.0,0.0,0.1590340939152291,0.0396971382310945,0.0030177000787290926,0.0005739150281582205,0.0006504091168134668,-0.003812087368456496,0.000538377473599386,0.002045223836978285,0.0006056420764087993,0.0006471211829655553,0.0,0.0,0.010361488069898252,0.0,0.0,0.0,0.0,0.0,0.002036956257599507,0.0,0.0,0.053654972446265506,0.0,0.0,-0.0015351791622268238,0.00815681930481475,0.0,0.00029369928324216927,0.0,0.0,0.0,0.0,0.0,0.00022551861767847794,0.0007051116819885552,-0.008612624868334098,0.0,0.0,0.00025168629353760686,0.0,0.0005221337375964004,0.0,0.0003676991653397737,0.0,0.0,0.0,0.0022168501636611157,0.0,0.004720387926581275,0.0,0.0022767355469173,0.0026820647539520515
3,8746,0.6683649691680957,0.8902287244782968,0.002906551741005631,-0.005548104543138548,0.0006381106939481236,0.0004468960375645207,-0.0008629374032133225,0.001537179591179504,0.0,0.0,0.0031549929269115108,-0.000839994222721051,0.0,0.003526191368356452,0.0,0.0,0.0,0.0,0.1489819434872552,0.07691852244312604,0.0,-0.0011030336563908735,-0.0010792190490563837,-0.006258512035709612,0.0013211543966454877,0.001980669027346152,-0.0017044899856085206,-0.0007735282884451324,0.0,-0.00319686386163831,0.009918242713042136,0.00025139887601133954,0.0,0.0,0.0005466491988364879,-0.0005640768744888816,0.0022202149430206614,0.0,0.0,-0.02645111574890832,0.0,-0.0031552362533364678,-0.0011565752089713825,0.005806997971579508,0.0,0.0,0.002999411413955704,0.0007876810071941365,0.0,0.0,0.00048031237001655965,-0.0007445333527184687,0.0017918348689676324,-0.010516057655836014,0.0,0.0,0.000399381301511024,0.0,0.00045719231982022026,-0.004475410551661315,0.0006997182374140794,0.0,0.0,-0.0010096876628154987,0.0021297324156232837,0.0,0.007096682222401562,0.0,0.003043769021686088,0.011261701070440167
4,7367,0.6683649691680957,0.04466000666000658,0.0,-0.009347631328732849,0.0,-0.002220230688596984,0.0,-0.09956862774069426,0.0,0.0,0.0,-0.0008242493825827602,0.0,0.0,-0.001646626239379237,0.0,0.0,0.0,-0.4615213316531806,0.01659847362727237,-0.007417941937427991,-0.0009641015340057656,-0.0021518680707139064,-0.004945327229437581,-0.0016460075602031774,0.0,-0.001353592184807778,-0.002059410616919506,0.0,0.0,0.002478219132048078,0.0021867603487474483,0.0,0.008653604731949831,0.002708917648496716,-0.0008758145792554879,0.0,0.0,0.0,-0.028931923894070153,0.0,0.026998149797190604,-0.0039069077394502365,0.0032955306545554884,-0.000813299455187502,0.0,-0.002270518258522824,0.0,0.0,0.0,0.0,-0.0009699378369278241,0.0,-0.030560464876209344,0.0,0.0,0.0,0.0,0.0,-0.0014717076846704358,0.0,0.0,0.0,-0.0009977888071519463,0.0,0.0,0.001933534786610378,0.0,0.0,-0.022092843936831863
5,7203,0.6683649691680957,0.017190592934264837,0.0,-0.007069569143495325,0.0,0.0,-0.0007419013008812079,-0.0005886351463935817,0.0,0.0,0.0,0.0,0.0,0.0,-0.0006606442154676778,0.0,0.0,0.0,-0.5907971359997848,0.027605304613622587,-0.011220386130406278,-0.0013599582476244152,-0.000747965060323783,-0.0036786307738770362,0.0,0.0,0.0,-0.002338519119855419,0.0,-0.00273496850266611,0.001559798270176587,0.0,0.0,-0.0005752682028622314,0.0,0.0,0.0,0.0,0.0,-0.014900030028323701,0.0,-0.0007117678342119638,-0.0017795330878667215,0.0,0.0,0.0,-0.0036940441097332495,0.0,0.0,0.0,0.0,-0.001064930110709743,0.0,-0.042114095235646715,0.0,0.0,0.0,0.0,0.0,-0.001056008904298015,0.0,0.0,0.0,-0.0009957199515264004,0.001777167036742585,0.0,0.0032032431549012287,0.0,0.0014059655229061582,0.002103856273774296
6,364,0.6683649691680957,0.9374897983579166,0.0011102265391719625,-0.004300828899028174,0.0,0.0,0.0,0.000817409291529196,0.0,0.0,0.0016561139151751913,0.0,0.0,-0.006758366711265096,0.0029743830668830717,0.0,0.0,0.0,0.12447637473538865,0.0461902878878091,0.006544368589170401,-0.0013694859663848382,0.0,0.054561295833880696,-0.0022479601434811686,0.0009139775984712548,-0.0022709388917119635,0.0014410268935891753,0.0,0.0,0.006422284680260831,0.0,0.0,-0.0029038286560908876,0.0,0.0,0.0006451112776740105,0.0,0.0,0.019682920679353788,0.0,-0.001405708301140918,-0.0023353964195206227,0.004452044028317754,0.0,0.0,0.0012035309001525729,0.0,0.0,0.0,0.0,0.0,0.0021289489075580936,-0.013100361240882638,0.0,0.0,0.0006825633598917964,0.0,0.0,-0.002557151366415434,0.0008946797117000728,0.0,0.000903596427660674,0.0,0.0018221463592705187,0.0,0.007220244666721331,0.0,0.006166900212518896,0.015464420223593511
7,4992,0.6683649691680957,0.9793113275613277,0.000876365211785303,0.10690801998663665,0.0,0.0008913464739427817,0.00037975320790527945,0.0016447371282135362,0.0,0.0,0.00214665419415168,0.0,0.0,0.007132973771366503,0.0,0.0,0.0,0.0,0.13441393063684828,0.03417921159114416,0.002886044547788712,0.0005062746284379179,0.0,-0.004981184173176861,0.004409527022997863,0.0015560009401486298,0.0,0.0,0.0,0.0,0.006218096121265523,0.0,0.0,0.0,0.000475331532380042,0.011000213651299195,0.0022422844857674087,0.0,0.0,-0.014997776804486211,0.0,0.0,0.0,0.004303250729843207,0.0014624852949141414,0.0,0.001107982490798372,0.0009085767322901866,0.0,0.0,0.0,0.0,0.0015493617530064985,-0.009622123422992056,0.0,0.0,0.0,0.0,0.0009802085629478075,-0.001764585187802359,0.0017610909717443591,0.0,0.0,-0.0011958657101004315,0.0004277659189109114,0.0,0.006015920300504421,0.0,0.0022066955122597553,0.00491779029249062
8,5598,0.6683649691680957,0.04766905316905312,0.0,-0.0034087743702330632,0.0,-0.0011632622105169695,-0.0008110318670446916,0.0,0.0,0.0,0.0,0.0,-0.0007421654079147047,-0.0008248120131817122,-0.0014697620885134846,0.0,0.0,0.0,-0.3465268025278726,0.022163974425622752,0.0,-0.0015117820773733403,-0.0008118875318774601,-0.0029191769854940834,-0.0026416984739473293,-0.06336270252269996,0.0,-0.001889338448839244,0.0,-0.0030175526078721738,0.0,-0.0003323692771180922,0.0,0.0,0.0,0.0,-0.09624419288675622,0.0,0.0,-0.010983029407674243,0.0,0.0,-0.0024679334097958837,-0.00012274746339008163,0.0,-0.0012995964157480945,-0.0023208146689394364,-0.0006390944217736934,0.0,0.0,0.0,0.0,0.0,-0.023513064930412712,0.0,0.0,0.0,0.0,0.0,-0.0018179994067949229,0.0,0.0,0.0,-0.00123343961044527,0.0,0.0,0.0,0.0,-0.06972022005533832,-0.0010646393370975504
9,5815,0.6683649691680957,0.6069852369852369,0.0,0.0055533078971764915,0.0019225836187210974,-0.0021691652138919326,0.0,0.0,0.0,0.0,-0.17782515507462393,-0.0017794386507030528,-0.0031743560637564764,-0.01620429132882168,0.001891647030279221,0.0,0.0013490300767021075,0.0,0.11099429398250281,0.00985187256181781,-0.004648248629059911,0.00287026130454419,0.003868464570759144,-0.002896090615931762,0.0,0.0034096319558322994,0.0020731866869100435,-0.0029223769119361095,0.0,-0.03097403214203223,0.003923735642619451,-0.0019645264435728246,0.0,0.0,0.0,-0.012568169572100647,0.0065551520875648485,0.0,0.0,0.04105557479529792,0.0,0.0020019820094493244,-0.0062345523524558345,0.002794843003839855,0.0034701619660130576,0.0027697968247058177,-0.0033049682073180535,-0.0016445251626341193,0.0,0.0,0.0019558107588325095,0.0,0.0,-0.011726590329517743,0.0,0.0,0.0,0.0,0.0015464635977488388,-0.0020997251993558094,-0.0009989493135149463,0.0,0.0,0.0,0.0008930963413342558,0.0012795199479753508,0.0,0.0,0.006362361575676274,0.0033626507920654636
