row,dataset_row,base_value,prediction,ClsNmCtnInput,ClsNmEndsReq,ClsAnonymous,ParamTypCtnSql,RtnTypStr,ClsNmCtnHibernate,MtdNmCtnExecute,ClsNmCtnDb,InnerCls,ClsNmEndsEncoder,MtdConstructor,ClsNmCtnJdbc,MtdNmCtnQuery,ParamTypCtnStr,ClsNmCtnDatabase,RtnTypResultSet,MtdCtnParams,ParamTypEqRtnTyp,ImplicitMtd,MtdMakedbInvkd,MtdNmCtnSaniti,ClsNmCtnSql
0,8109,0.015037719712678659,0.0004964271176747231,0.0,-0.0002963225457005582,0.0,-0.0004629520375566343,-0.0004312983935399278,-0.001131795926579585,-0.0007050273244652163,7.320651617430691e-05,0.0,-0.0002644600917639256,0.0,0.0006259559961990166,-0.0008963465317808698,-0.0038513545247770603,-0.0017921487643568165,0.000473228270816323,-0.0018640487839898566,0.00012555607929246105,0.0,0.0,-0.00037794396371280937,-0.0037655405692627805
1,5710,0.015037719712678659,0.0004964271176747248,-5.322133411410306e-05,-0.0003291254621540384,0.0,-0.00043633216246185684,-0.00042452483480650926,-0.0011432998276451499,-0.000691556228136496,0.0,0.0,-0.00026230472166799483,0.0,0.0006496353791453217,-0.0008993619472169944,-0.0038240689690804313,-0.0018482683115734022,0.0004976902086858411,-0.0018907104756877443,0.00013477956824350595,0.0,0.0,-0.00029979854576832923,-0.0037208249307655525
2,3146,0.015037719712678659,0.0004964271176747265,0.0,-0.0003558488741434838,0.0,-0.0003850567013830998,-0.00042174155890827806,-0.0012012584041015538,-0.0006695219604178404,0.0,-2.6707042435604327e-05,-0.00028318938371648474,0.0,0.0006896760055866734,-0.0009609194910410971,-0.003856452374778193,-0.0018528933358019151,0.00037489857286462854,-0.0018569637409742424,0.0001098154861935642,8.81563498147714e-05,0.0,-0.0002788456876327042,-0.0036544404541290747
3,8746,0.015037719712678659,0.0004964271176747265,0.0,-0.00039417849188038567,0.0,-0.0004402277392189198,-0.00039866554510759294,-0.0010814917875900264,-0.0007396941152420385,0.0,-0.0001345007823850263,-0.00021941090704296598,0.0,0.0006752410420122246,-0.0008942949761025343,-0.0038393679208245644,-0.0018318926750717493,0.0004993796086026253,-0.0018803239111761189,0.00016435121212342275,4.2536652537321026e-05,0.0,-0.00035975351267416005,-0.0037089987459634453
4,7367,0.015037719712678659,0.0003636980603657202,0.0,-0.00028898631510835106,0.0,-0.0004287979440324034,-0.00046649432509593045,-0.0011396287544046147,-0.0006404753898165159,0.0,-9.664962454398061e-05,-0.00023474408195602842,0.0,0.0006532698705860159,-0.0008606604775829183,-0.003669866437143322,-0.0017245479486238738,0.0005363914632752619,0.0004809249295666297,9.09372560966369e-05,-0.003011546967914033,0.0,-0.0003282626712302903,-0.0035448842343852194
5,7203,0.015037719712678659,0.0010041882335644417,0.0,-0.0004427477837654657,0.0,-0.000473451455669441,-0.0005518648461359729,-0.0013367974704669627,-0.0007998540613006623,0.0,6.712623558403353e-05,-0.00031474334882566814,0.0,0.000736379174901716,-0.0010262238212894023,-0.004561884277375283,-0.001956410522476179,0.0005296711853336116,0.00044051987123998077,0.00015228166899993812,2.223250496983739e-05,0.0,-0.0003805354756644475,-0.00413722905717385
6,364,0.015037719712678659,0.0004964271176747265,-1.922929818073369e-05,-0.00031316265287761685,-6.310938967446367e-05,-0.00044003662321051866,-0.0003499973124697091,-0.0011458446742117628,-0.0007072391535563493,0.0,-7.956622501293108e-05,-0.0002781310995979055,0.0,0.0007374927959064764,-0.0009182910046084641,-0.0038491774465591734,-0.0018064379768865314,0.000448736635368599,-0.0018695957695920142,0.00010186744903644304,7.038549925740871e-05,0.0,-0.00036239817796825216,-0.003697558170166433
7,4992,0.015037719712678659,0.0010041882335644452,0.0,-0.0004366820937956106,0.0,-0.0004758973826251321,-0.0005522771307424973,-0.0012695915499013077,-0.0008680711771936106,0.0,-4.055095541219024e-05,-0.0002874852152310949,0.0,0.0007788315792286756,-0.0009697326862071595,-0.0046076085030139075,-0.0019321141240019558,0.00044530885742680414,0.0005281565840820665,0.0001369446524456662,9.208092804265703e-05,0.0,-0.00043786522551320973,-0.004136978036702408
8,5598,0.015037719712678659,0.008063774605835171,0.0,-0.002171159655675233,0.0,-6.81702351911095e-05,-0.003846631660248398,-0.0016453708370017398,-0.00142469169119541,0.0,0.0,-0.0007633395328433082,0.0,-0.03969830357343132,-0.0006748102931033884,-0.016842108523845434,-0.003663605610889048,0.0009314207279039478,0.004782479812959502,-0.0006287683836018868,0.0008261730266598481,0.0,0.0,0.05791294132265949
9,5815,0.015037719712678659,0.0004964271176747265,0.0,-0.00037161942031635383,0.0,-0.00042654832489368635,-0.0004192750139918889,-0.0011373906944012336,-0.0007481454156877717,0.0,0.0,-0.0002457944230502686,0.0,0.0006885298251820966,-0.0009127487381041908,-0.0038778628585429825,-0.0018430190845394893,0.0005121500485759335,-0.0017968750638538335,0.00010995047744422177,0.0,0.0,-0.00034713712222057233,-0.003725506786603912
10,4483,0.015037719712678659,0.0004964271176747265,-1.0981297606256064e-05,-0.000348817363167308,0.0,-0.0004509821792906524,-0.00041303568469649624,-0.001113780976341963,-0.0007328479421203011,0.0,0.0,-0.00024207493214715496,0.0,0.0006898171029035232,-0.0009196465662754167,-0.003835295069757969,-0.0018636172239730278,0.0005009709403490352,-0.0018647539228875206,0.0001332449974067637,0.0,0.0,-0.00029886536028670487,-0.0037706271171124833
11,2534,0.015037719712678659,0.00049642711767473,0.0,-0.0002985732855158288,0.0,-0.000452138069480322,-0.0004483980285903492,-0.0011197274565690446,-0.0007918931813656486,0.0,0.0,-0.00022003150645014726,0.0,0.0006417864366217749,-0.0009508602003654498,-0.003825518480917693,-0.0018618795621249784,0.0005356955874339165,-0.0018201669606386977,5.337194116819692e-05,8.209106869738588e-05,0.0,-0.00033297596765151686,-0.0037320749292555286
12,9177,0.015037719712678659,0.001247277761588025,0.0,-0.0004634262706015975,0.0,-0.00043126690578323127,0.0034481676914755893,-0.0013867347246315296,-0.0008914883049938154,-2.953635693567436e-05,0.0,-0.0002814275625594993,0.0,0.0007852174133955998,-0.001091962417870635,-0.004994408618477616,-0.0019642467652077546,0.0005349449033396137,-0.002370911835663564,0.00012170691672202689,4.991812626801283e-05,0.0,-0.0004305819282113533,-0.004394405311355208
13,9176,0.015037719712678659,0.0004964271176747248,0.0,-0.0003484510287234425,-2.0004449520849875e-05,-0.0004398184839453176,-0.0003968564543134275,-0.001149646097774843,-0.0007078303429950803,-8.102341468543974e-05,0.0,-0.0002324511490776917,0.0,0.0007103411527857169,-0.0008998190182966113,-0.003825787396094782,-0.0018790973433372167,0.00047876134864222676,-0.0018986441863597723,0.0001270634394477209,7.432119676988727e-05,0.0,-0.00032353201673917923,-0.0037288183507858327
14,7951,0.015037719712678659,0.0010041882335644434,0.0,-0.00048823899841279997,0.0,-0.0004451958422416639,-0.0004814260785571621,-0.0012943350296661534,-0.0008262258479467375,-4.7751704150943544e-05,0.0,-0.00031485827548344606,0.0,0.0007280872115154913,-0.001018823400691086,-0.0045664673295225154,-0.0018831104647700162,0.00048662417171849165,0.0004558082802480612,0.00013267150139040375,0.00010636170504623259,0.0,-0.00038407302209885423,-0.004192578355491519
15,2926,0.015037719712678659,0.00100418823356444,0.0,-0.0004376090782840901,0.0,-0.000464200467619522,-0.00045573571707775706,-0.001380367411664043,-0.0008353861097895164,0.0,0.0,-0.0003090017566909631,0.0,0.0007804865072003343,-0.0010404477913401817,-0.004616074559608119,-0.0018973022379215315,0.0004559241190987703,0.000481324532382548,0.00014800683433667994,7.725333890961783e-05,0.0,-0.0004262999272705979,-0.0041141017537758475
16,1580,0.015037719712678659,0.001247277761588025,8.204603317867127e-05,-0.00045067852855231,0.0,-0.0004865603618001136,0.003365873021555229,-0.0013311966200231192,-0.0008907293578368945,4.238434206707756e-05,-3.0781064960552666e-05,-0.00031207254869422215,0.0,0.0008339918686156869,-0.0011018382678723297,-0.004935820126636043,-0.0019639558622740303,0.0005634589086129696,-0.0024123976325914104,0.00013855522351090285,4.397623416875106e-05,0.0,-0.0004988463296194983,-0.004445850881939398
17,4598,0.015037719712678659,0.06378942430311663,0.0,-0.0039827673523555205,-0.0002616071598217731,-0.00017081183744116724,-0.00809294699557888,-0.0013343789414213493,-0.0030866626111591164,0.0,0.0,-0.0011251981466989503,0.0,0.0010043594354462028,-0.0010801398034583152,-0.03264962527105456,-0.003647988055705498,0.0005298174457331801,0.009139245542538924,0.0014351259587557594,0.0013266505469671027,0.0,-0.0005983282917590427,0.09134696012745097
18,128,0.015037719712678659,0.0004964271176747265,-2.9163942994836024e-05,-0.0003657464917203044,-5.0524055308336896e-05,-0.00044166851502171715,-0.0004292134605940055,-0.0011175340849867701,-0.000729710172372813,0.0,0.0,-0.00020899024500054583,0.0,0.0006990623292034269,-0.0008949926654281292,-0.003928005212922108,-0.0018124946413604758,0.00048755933024179245,-0.0018906445539471266,0.00011095014357145582,4.87823745782878e-05,0.0,-0.00030551154107198887,-0.0036834471898697374
19,438,0.015037719712678659,0.009689125715145418,0.0,-0.0015230169710878393,0.0,-0.0004936759213247575,-0.0016985916728517786,-0.0016656466744532864,-0.0015380121184150894,0.0,0.0,-0.0005114263341791049,0.0,0.0011721738799257092,-0.0015201389501752758,0.009186911416479865,-0.002397042133771155,0.0006728865404239528,0.0018518395795018492,0.00021226206412875586,0.00027622551950637266,0.0,-0.0007088116533117181,-0.00666453056792974
20,9089,0.015037719712678659,0.009689125715145418,0.0,-0.0014860390637154426,0.0,-0.0004416047063240469,-0.001684394463960853,-0.001659441122907357,-0.0014975214161044035,-3.129036703288125e-05,0.0,-0.0005044981356883832,0.0,0.0012004478033354879,-0.0015488663774510137,0.009155267228820011,-0.002414403060202035,0.0006335060940047549,0.0018308314688719562,0.0002525444111247729,0.00026141309743429625,0.0,-0.0007232865165178771,-0.0066912588712202264
