Feature,GlobalShapValAgg
ClsNmCtnInput,3.4566630074439055e-05
ClsNmEndsReq,0.0014480586501882762
ClsAnonymous,5.354774074547663e-05
ParamTypCtnSql,0.0006616062475036341
RtnTypStr,0.002023428033246737
ClsNmCtnHibernate,0.004096374854283591
MtdNmCtnExecute,0.002748622833887153
ClsNmCtnDb,1.1719403420522505e-05
InnerCls,2.359103823223566e-05
ClsNmEndsEncoder,0.00035076751691568494
MtdConstructor,0.0
ClsNmCtnJdbc,0.0019705374091190976
MtdNmCtnQuery,0.005537241707536471
ParamTypCtnStr,0.008520401610139103
ClsNmCtnDatabase,0.0024264991451384494
RtnTypResultSet,0.0010307687029464465
MtdCtnParams,0.0022377156029404484
ParamTypEqRtnTyp,0.00034558354267944197
ImplicitMtd,0.00041056920720993574
MtdMakedbInvkd,0.0
MtdNmCtnSaniti,0.0009021289150610621
ClsNmCtnSql,0.007979161224185138
