Feature,SHAP Value
RtnTypStr,0.04057086949054459
MtdCtnParams,0.014010429761990973
ParamTypEqRtnTyp,0.004334458429565286
ClsNmCtnHibernate,0.001031901424486148
ClsNmCtnDom,0.0008489652096465121
ClsNmCtnInput,0.00038084721287251006
RtnTypServlet,0.0
RtnTypDocument,0.0
MtdNmCtnSetheader,0.0
ClsAnonymous,0.0
ClsNmCtnCss,0.0
InnerCls,0.0
ClsNmEndsEncoder,0.0
RtnTypReq,0.0
ClsNmCtnPage,0.0
ClsNmCtnHtml,0.0
MtdNmStrtSet,0.0
ImplicitMtd,0.0
ClsNmEndsRender,0.0
CWE79,0.0
MtdStrtOn,0.0
MtdFrmClsWebInvkd,-0.0032322376226734347
ClsNmEndsReq,-0.003635197207871756
RtnTypNode,-0.004273504988209236
ParamTypCtnStr,-0.007020626920432143
MtdNmCtnSaniti,-0.008738409442086271
ClsNmCtnWeb,-0.013478110657864651
