Feature,SHAP Value
ParamTypEqRtnTyp,0.0021185122911154897
ClsNmCtnHibernate,0.00037513815538236714
ClsNmCtnDom,0.000256753900032603
ClsNmCtnInput,0.00011587066379128638
MtdNmCtnSetheader,0.0
RtnTypDocument,0.0
RtnTypServlet,0.0
ClsNmEndsRender,0.0
ImplicitMtd,0.0
ClsAnonymous,0.0
ClsNmCtnCss,0.0
InnerCls,0.0
CWE79,0.0
MtdStrtOn,0.0
RtnTypReq,0.0
MtdNmStrtSet,0.0
ClsNmEndsEncoder,0.0
ClsNmCtnPage,0.0
ClsNmCtnHtml,0.0
RtnTypNode,-0.0017661196299193624
ClsNmEndsReq,-0.0018191599551215252
MtdFrmClsWebInvkd,-0.0019299237854902482
ParamTypCtnStr,-0.00310060813410712
RtnTypStr,-0.003600203162237099
ClsNmCtnWeb,-0.00705211782029015
MtdNmCtnSaniti,-0.007568303779782681
MtdCtnParams,-0.028432893063429807
