Feature,SHAP Value,Source
ClsNmEndsReq,0.0823157562678893,0
RtnTypStr,0.0595766599423278,0
MtdCtnParams,0.0213818961301767,0
ParamTypCtnStr,0.0111764560666235,0
ClsNmCtnHibernate,0.0016962698525855,0
ClsNmCtnDom,0.001462981685644,0
ClsNmCtnInput,0.0005927819829822,0
ClsNmCtnCss,0.0,0
MtdNmCtnSetheader,0.0,0
ClsAnonymous,0.0,0
RtnTypServlet,0.0,0
InnerCls,0.0,0
ClsNmEndsEncoder,0.0,0
RtnTypReq,0.0,0
RtnTypDocument,0.0,0
ClsNmCtnHtml,0.0,0
MtdNmStrtSet,0.0,0
ImplicitMtd,0.0,0
ClsNmEndsRender,0.0,0
CWE79,0.0,0
MtdStrtOn,0.0,0
ClsNmCtnPage,0.0,0
MtdFrmClsWebInvkd,-0.0037656160854886,0
RtnTypNode,-0.0056465271629349,0
MtdNmCtnSaniti,-0.0084853325808385,0
ClsNmCtnWeb,-0.0152801028714881,0
ParamTypEqRtnTyp,-0.0431564875940002,0
ParamTypEqRtnTyp,0.0022851208296893,1
ClsNmCtnHibernate,0.0003823467073654,1
ClsNmCtnDom,0.0002621035487317,1
ClsNmCtnInput,0.0001213125233732,1
MtdNmCtnSetheader,0.0,1
RtnTypDocument,0.0,1
RtnTypServlet,0.0,1
ClsNmEndsRender,0.0,1
ImplicitMtd,0.0,1
ClsAnonymous,0.0,1
ClsNmCtnCss,0.0,1
InnerCls,0.0,1
CWE79,0.0,1
MtdStrtOn,0.0,1
RtnTypReq,0.0,1
MtdNmStrtSet,0.0,1
ClsNmEndsEncoder,0.0,1
ClsNmCtnPage,0.0,1
ClsNmCtnHtml,0.0,1
RtnTypNode,-0.0018100870724604,1
ClsNmEndsReq,-0.001845049111866,1
MtdFrmClsWebInvkd,-0.0018551802879488,1
ParamTypCtnStr,-0.0030910916296464,1
RtnTypStr,-0.0037144892692297,1
ClsNmCtnWeb,-0.0071254688098966,1
MtdNmCtnSaniti,-0.0075816201427611,1
MtdCtnParams,-0.0284309516054068,1
ParamTypEqRtnTyp,0.0021185122911154,2
ClsNmCtnHibernate,0.0003751381553823,2
ClsNmCtnDom,0.0002567539000326,2
ClsNmCtnInput,0.0001158706637912,2
MtdNmCtnSetheader,0.0,2
RtnTypDocument,0.0,2
RtnTypServlet,0.0,2
ClsNmEndsRender,0.0,2
ImplicitMtd,0.0,2
ClsAnonymous,0.0,2
ClsNmCtnCss,0.0,2
InnerCls,0.0,2
CWE79,0.0,2
MtdStrtOn,0.0,2
RtnTypReq,0.0,2
MtdNmStrtSet,0.0,2
ClsNmEndsEncoder,0.0,2
ClsNmCtnPage,0.0,2
ClsNmCtnHtml,0.0,2
RtnTypNode,-0.0017661196299193,2
ClsNmEndsReq,-0.0018191599551215,2
MtdFrmClsWebInvkd,-0.0019299237854902,2
ParamTypCtnStr,-0.0031006081341071,2
RtnTypStr,-0.003600203162237,2
ClsNmCtnWeb,-0.0070521178202901,2
MtdNmCtnSaniti,-0.0075683037797826,2
MtdCtnParams,-0.0284328930634298,2
MtdCtnParams,0.0104090029310487,3
ParamTypCtnStr,0.0052592631236449,3
ParamTypEqRtnTyp,0.0034213229264068,3
ClsNmCtnHibernate,0.0007041040373339,3
