Feature,SHAP Value
ParamTypEqRtnTyp,0.002285120829689346
ClsNmCtnHibernate,0.0003823467073654216
ClsNmCtnDom,0.00026210354873175363
ClsNmCtnInput,0.00012131252337324093
MtdNmCtnSetheader,0.0
RtnTypDocument,0.0
RtnTypServlet,0.0
ClsNmEndsRender,0.0
ImplicitMtd,0.0
ClsAnonymous,0.0
ClsNmCtnCss,0.0
InnerCls,0.0
CWE79,0.0
MtdStrtOn,0.0
RtnTypReq,0.0
MtdNmStrtSet,0.0
ClsNmEndsEncoder,0.0
ClsNmCtnPage,0.0
ClsNmCtnHtml,0.0
RtnTypNode,-0.0018100870724604085
ClsNmEndsReq,-0.0018450491118660827
MtdFrmClsWebInvkd,-0.0018551802879488407
ParamTypCtnStr,-0.0030910916296464012
RtnTypStr,-0.0037144892692297076
ClsNmCtnWeb,-0.007125468809896622
MtdNmCtnSaniti,-0.007581620142761104
MtdCtnParams,-0.02843095160540685
