ClsNmCtnInput,ClsNmEndsReq,ClsAnonymous,ParamTypCtnSql,RtnTypStr,ClsNmCtnHibernate,MtdNmCtnExecute,ClsNmCtnDb,InnerCls,ClsNmEndsEncoder,MtdConstructor,ClsNmCtnJdbc,MtdNmCtnQuery,ParamTypCtnStr,ClsNmCtnDatabase,RtnTypResultSet,MtdCtnParams,ParamTypEqRtnTyp,ImplicitMtd,MtdMakedbInvkd,MtdNmCtnSaniti,ClsNmCtnSql
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.006580811101850915,0.0,-0.0018658848582063935,-0.006074547162796167,-0.04574197784624456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.048485091132992895,-0.029625616255178632,0.0,0.0,0.0009206854620214793,0.0,0.0,0.0,0.14486328197152035
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.002388884532164482,0.0,-0.0015080274616195155,0.01395663364957914,-0.03941993881305036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010937526978423427,-0.011958382011783739,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016021639261639214
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.006486517760113157,0.0,-0.002443522744416238,-0.005756380292816982,-0.04589401966207288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04846449435509831,0.11627041022124776,0.0,0.0,0.0008907018136607384,0.0,0.0,0.0,-0.0064556671687483755
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.002388884532164482,0.0,-0.0015080274616195155,0.01395663364957914,-0.03941993881305036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010937526978423427,-0.011958382011783739,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016021639261639214
0.0,-0.004609299450793075,0.0,-0.0019226387339460332,0.01860722499050786,-0.04769305688615413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03221238297386715,-0.024116289892540797,0.0,0.0,-0.005465796965031856,0.0,0.0,0.0,-0.004600439102323848
0.0,-0.002388884532164482,0.0,-0.0015080274616195155,0.01395663364957914,-0.03941993881305036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010937526978423427,-0.011958382011783739,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016021639261639214
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.006486517760113157,0.0,-0.002443522744416238,-0.005756380292816982,-0.04589401966207288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04846449435509831,0.11627041022124776,0.0,0.0,0.0008907018136607384,0.0,0.0,0.0,-0.0064556671687483755
0.0,-0.002388884532164482,0.0,-0.0015080274616195155,0.01395663364957914,-0.03941993881305036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010937526978423427,-0.011958382011783739,0.0,0.0,0.0,0.0,0.0,0.0,-0.0016021639261639214
0.0,-0.001842264187244709,0.0,-0.001379032668288622,-0.0009650960418984833,-0.0326992357877777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00871051451129651,-0.008816269637859156,0.0,0.0,0.0,0.0,0.0,0.0,-0.0009627841589147507
0.0,-0.0032936990376929163,0.0,-0.0018746189447131393,-0.0018080188825509713,-0.044384159520798286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028339836105409934,-0.018127983479293907,0.0,0.0,-0.004397271387162154,0.0,0.0,0.0,-0.0032743701291106523
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
0.0,-0.0036192295628232275,0.0,-0.0019005044522531535,-0.001983226490953574,-0.04547189129862442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029129992374397205,-0.01966203116428638,0.0,0.0,0.00042455989836744784,0.0,0.0,0.0,-0.003607928815522835
