row,dataset_row,base_value,prediction,ClsNmCtnEncod,ParamDfRtn,MtdModFINAL,RtnTypByte[],MtdModPUBLIC,ClsEscapInvkd,MtdSanitiInvkd,ParamTypCtnStringbuilder,ClsNmEndsEncoder,MtdNmStrtSet,ClsSTATIC,MtdNmCtnEscapeNotUnescape,MtdNmCtnUnescape,MtdNmCtnStrip,MtdNmStrtPut,MethodEncodInvkd,MtdNmCtnVerif,MtdNmStrtGet,MtdNmCtnEncodNotEncoding,ParamTypEqRtnTyp,ImplicitMtd,ClsNmCtnPage,ClsFINAL,ClsEncodInvkd,RtnTypCharSequence,MethodEscapInvkd,MethodMatchInvkd,MethodRegexInvkd,ParamTypCtnChar[],RtnTypStr,MtdNmCtnReplac,ClsNmCtnValid,MethodStripInvkd,MtdConstructor,ClsNmCtnEscap,ParamTypCtnStr,ParamTypCtnCharsequence,MtdNmStrtHas,ParamTypCtnByte[],MtdNmCtnRegex,ClsRegexInvkd,MtdReplacInvkd,MtdCtnParams,ClsNmCtnSaniti,ClsSanitiInvkd,MtdModSTATIC,MtdNmCtnSaniti,ClsPUBLIC
20,9089,0.013661406048909473,1.1633461916033677e-06,0.00037846239508701213,7.885597231981641e-05,-0.0002926310112378521,0.0,8.769620885176579e-05,0.0,-0.00048529225376528034,0.0,-0.0001700939480697359,0.0,0.0,-0.0015578809643356476,-0.0005642906728240676,0.0,0.0,-7.571297330056219e-05,-7.462019597397642e-06,0.0,-0.0030005250173153358,-0.003256239631439469,0.00039809131433586446,0.0,-0.0005152847900489657,0.0,0.0,0.0,-9.483274406333642e-05,0.0,-0.00014416435138619657,-0.003016496734879723,-0.0006139947131573148,-0.00012686508816541758,0.0,0.0,0.0,0.0013024044117769243,-8.264620228862934e-05,0.0,-0.0003558428625073378,-4.634074728380609e-05,-7.173044169087218e-05,0.0,0.00020551660834134238,0.0,0.0,-0.0003908698607816166,-0.001181654726474174,-6.041785881785548e-05
21,3829,0.013661406048909473,1.860748217556718e-07,0.00027894640706665666,0.0,-0.00023549567688446635,0.0,0.0,0.0,-0.00045154618730733505,0.0,-7.735121270387769e-05,0.0,0.0,-0.0012678913965162297,-0.0004551801118595994,0.0,0.0,-4.7941870657405784e-05,0.0,0.0,-0.0020198872191562775,-0.0028106587728762623,0.0003549049077811009,0.0,-0.0003637959006931291,0.0,0.0,0.0,-0.00010253831767556988,0.0,0.0,-0.002482897786176684,-0.00040704829427831116,-0.00011806714010891708,0.0,0.0,0.0,-0.0016891172276785945,0.0,0.0,-0.0002675873283003203,0.0,-8.358507226379803e-05,-6.504374330453958e-05,0.0,0.0,0.0,-0.0003128013772498808,-0.0010366366532442786,0.0
22,7803,0.013661406048909473,3.0544593764003647e-10,0.0002993145819984634,0.0,-0.0001850489531056477,0.00010998727249274148,-0.0018776990641724766,0.0,-0.0004148279988776301,0.0,-0.00019037379415980213,0.0,0.0,-0.0010690145568698468,-0.0003594643247374321,0.0,0.0,0.0,0.00013214400977696318,0.0,-0.001284016415005419,-0.002021941076907069,0.00025122099550932235,0.0,-0.00025674298767838874,0.0,0.0,0.0,-4.0661131318034086e-05,0.0,-0.0001001471854022331,-0.00171466509221286,-0.00026948725566454173,-9.073901667536262e-05,0.0,0.0,0.0,-0.0013655700557562464,0.0,0.0,-0.00026297796001226935,-5.0061461200914936e-05,-0.00017424825626841667,0.0,-0.00165475182209521,0.0,0.0,-0.00024538845053269565,-0.0007864878296426149,-3.975791494591381e-05
23,5539,0.013661406048909473,9.936072111122948e-06,0.00033631673817447887,3.290147931662777e-05,-0.0002870740783685812,5.3144785890377926e-05,0.00012960117256754266,0.0,-0.00041211139958650185,0.0,-0.00020669537572234298,0.0,0.0,-0.0018321856257323438,-0.0007130563225281919,0.0,0.0,-0.00011836700055338575,0.0,0.0,-0.004020025943103169,-0.003600865325798742,0.0004987401737958425,0.0,0.0015475855329158514,0.0,0.0,0.0,-9.388159259815985e-05,0.0,-0.00019224766425877487,-0.0032442638647435474,-0.0007628961615758504,-0.00015854065815714327,0.0,0.0,6.794041911778173e-05,0.0015228325915227357,-9.348830891140814e-05,0.0,-0.00040841832128222616,0.0,-8.008238477525278e-05,-3.027917932566832e-05,0.00021032961112223025,0.0,0.0,-0.00039573600784080206,-0.0013404403393722315,-6.020692698749559e-05
24,2150,0.013661406048909473,3.949280404438871e-09,0.0002404285359049296,0.0,-0.00019244391387711853,0.00011258766264744982,0.0,0.0,-0.0005405865531446243,0.0,-9.971644615753196e-05,0.0,0.0,-0.0009821139167413488,-0.00037873173040983547,0.0,0.0,0.0,0.0,0.0,-0.0015445505998258964,-0.002456695495931964,0.00032907580673248026,0.0,-0.00023208993508521926,0.0,0.0,0.0,-5.028498728583567e-05,0.0,-4.8630343992073453e-05,-0.0021246848412062626,-0.0004445537264371038,-0.0001586402698952855,0.0,0.0,0.0,-0.0016114733564656985,-7.807449318267315e-05,0.0,-0.00028088982840662714,0.0,-2.287066461000333e-05,-7.823329479557122e-05,-0.0018039319679774826,0.0,0.0,-0.0003391961373624252,-0.0008751016021233474,0.0
25,3836,0.013661406048909473,0.00011544759487870475,0.00042186471181484577,5.906235478221357e-05,-0.0003962070010487291,-2.861487381786514e-05,0.00014801844670657432,0.0,-0.00048085073862168216,0.0,-0.00019361227043116806,0.0,0.0,-0.00211579047993208,-0.0008737825265994328,0.0,0.0,-9.145350133703041e-05,0.0,0.0,-0.00458091596942829,-0.004148038997062177,0.0005478466544201486,0.0,0.001853529618729504,0.0,0.0,0.0,-0.00015494385298323276,0.0,-0.00015281581284047743,0.0026888699806905366,-0.0009227919564113186,-0.0001458224883250651,0.0,0.0,7.8348131799575e-05,-0.0024921744334002165,-0.00021873449604076608,0.0,-0.0005864925489198678,0.0,-7.761222941353751e-05,-6.715247945797712e-05,0.0003029869568553465,0.0,0.0,-0.00044100353624211883,-0.0013735212237563708,-0.00010415389376011198
26,5349,0.013661406048909473,1.860748217556718e-07,0.0003174329303070992,0.0,-0.00018164400231922975,0.0,0.0,0.0,-0.0005143184819373462,0.0,-0.00013726639280644786,0.0,0.0,-0.001298364667428673,-0.00044331624147220266,0.0,0.0,0.0,0.0,0.0,-0.0019923334930601107,-0.0027902367460399214,0.000402597183130059,0.0,-0.0003155024758018278,0.0,0.0,0.0,-0.00011529564755276483,0.0,-0.00010999160781553938,-0.002524582625171753,-0.00048117064812735084,-0.00016989677165445014,0.0,0.0,0.0,-0.0017565006665350204,0.0,0.0,-0.0002634537739992138,0.0,-0.0001322939017152195,0.0,0.00018864412869660485,0.0,0.0,-0.0003870436326831275,-0.0009566824401012839,0.0
27,5085,0.013661406048909473,3.949280409643041e-09,0.0004292579683530463,0.0,-0.000320163019486462,0.0,0.00013310762625057262,0.0,-0.0004758689044134904,0.0,-0.00014155765057406174,0.0,0.0,-0.0010886368707400545,-0.0004049199603662516,0.0,0.0,-6.552398416617357e-05,0.0,0.0,-0.0015968776679090742,-0.002448952937034539,0.00024864769391297423,0.0,-0.00029112930932736016,0.0,0.0,0.0,-2.874514128669559e-05,0.0,-0.0001737440062163138,-0.002054093422069965,-0.00045358336031720145,-1.4015132509590185e-05,0.0,0.0,0.0,-0.0016047764832238815,-4.0255783622633254e-05,0.0,-0.00020613209828880948,0.0,-0.00011789321938757311,0.0,-0.001804184716010631,0.0,0.0,-0.00024847644261605353,-0.0008928852785788418,0.0
28,6119,0.013661406048909473,4.016865241169426e-06,0.0003276028960708469,0.0,-0.00023358004083881188,0.0,8.788262969933344e-05,0.0,-0.0005019165412879326,0.0,-0.00021838316662905756,0.0,0.0,-0.0015394062178388387,-0.0005839691666595246,0.0,0.0,-6.0255776942282664e-05,0.0,0.0,-0.0027516167117695584,-0.0031185193683458423,0.00037371769405388123,0.0,0.001458720320617646,0.0,0.0,0.0,-9.647181498284555e-05,0.0,-5.036996921922152e-05,-0.00273967142141088,-0.0005827485914417956,-0.00010392019582363108,0.0,0.0,0.0,-0.002001859308979748,0.0,0.0,-0.0003330869886010798,0.0,-9.555718373692602e-05,-2.0551855578317236e-05,0.00019854537820766005,0.0,0.0,-0.00030367619456075863,-0.0011806091910436796,0.0004123116033730601
29,5845,0.013661406048909473,1.126334997492151e-10,0.0002621587655057989,0.0,-0.00021649176995764034,0.00020592009258312016,-0.0015575517130893197,0.0,-0.0003732038597422794,0.0,-0.00010058642881628323,0.0,0.0,-0.0009201618654458581,-0.00022443799190597304,0.0,0.0,0.0,0.0,0.0,-0.0011284966194224843,-0.0018715012982863256,-0.001525676679412699,0.0,-0.00022604681673483562,0.0,0.0,0.0,-0.00016449436512849116,0.0,0.0,-0.0018238854426108626,-0.00046116430873566645,-0.0001505783886144623,0.0,0.0,0.00015400020776899063,-0.0012014929239356842,-7.232581792786777e-05,0.0,-0.00010036067361057327,0.00023439861668387823,0.00015939495741776176,0.0,-0.0015649947473769256,0.0,0.0,-0.00035490397905208815,-0.0008630192911835221,0.00022409640475431862
