Feature,LocalShapValAgg
ClsNmCtnInput,0.0
ClsNmEndsReq,0.0
ClsAnonymous,0.0
ParamTypCtnSql,0.0014309632757923225
RtnTypStr,0.001671108759487875
ClsNmCtnHibernate,0.0037499519022781546
MtdNmCtnExecute,0.0
ClsNmCtnDb,0.0
InnerCls,0.0
ClsNmEndsEncoder,0.0
MtdConstructor,0.0
ClsNmCtnJdbc,0.0
MtdNmCtnQuery,0.010244415193553168
ParamTypCtnStr,0.008059082033038423
ClsNmCtnDatabase,0.0
RtnTypResultSet,0.0
MtdCtnParams,0.0023647407939899803
ParamTypEqRtnTyp,0.0003670659959065681
ImplicitMtd,0.0
MtdMakedbInvkd,0.0
MtdNmCtnSaniti,0.0
ClsNmCtnSql,0.003190480692580785
